gene_symbol,reference_gene_id
Zfpm2,ENSMUSG00000022306
Zfta,ENSMUSG00000053080
Zfx,ENSMUSG00000079509
Zfy1,ENSMUSG00000053211
Zfy2,ENSMUSG00000000103
Zglp1,ENSMUSG00000079681
Zgpat,ENSMUSG00000027582
Zhx1,ENSMUSG00000022361
Zhx2,ENSMUSG00000071757
Zhx3,ENSMUSG00000035877
Zic1,ENSMUSG00000032368
Zic2,ENSMUSG00000061524
Zic3,ENSMUSG00000067860
Zic4,ENSMUSG00000036972
Zic5,ENSMUSG00000041703
Zik1,ENSMUSG00000030393
Zim1,ENSMUSG00000002266
Zkscan1,ENSMUSG00000029729
Zkscan14,ENSMUSG00000029627
Zkscan16,ENSMUSG00000038630
Zkscan17,ENSMUSG00000020472
Zkscan2,ENSMUSG00000030757
Zkscan3,ENSMUSG00000021327
Zkscan4,ENSMUSG00000054931
Zkscan5,ENSMUSG00000055991
Zkscan6,ENSMUSG00000018347
Zkscan7,ENSMUSG00000063488
Zkscan8,ENSMUSG00000063894
Zmat1,ENSMUSG00000052676
Zmat3,ENSMUSG00000027663
Zmiz1,ENSMUSG00000007817
Zmiz2,ENSMUSG00000041164
Znfx1,ENSMUSG00000039501
Zscan10,ENSMUSG00000023902
Zscan12,ENSMUSG00000036721
Zscan2,ENSMUSG00000038797
Zscan20,ENSMUSG00000061894
Zscan21,ENSMUSG00000037017
Zscan22,ENSMUSG00000054715
Zscan25,ENSMUSG00000070420
Zscan26,ENSMUSG00000022228
Zscan29,ENSMUSG00000050619
Zscan4-ps1,ENSMUSG00000110103
Zscan4-ps2,ENSMUSG00000110190
Zscan4-ps3,ENSMUSG00000109969
Zscan4b,ENSMUSG00000095339
Zscan4c,ENSMUSG00000054272
Zscan4d,ENSMUSG00000090714
Zscan4e,ENSMUSG00000095936
Zscan4f,ENSMUSG00000070828
Zscan5b,ENSMUSG00000058028
Zxdb,ENSMUSG00000073062
Zxdc,ENSMUSG00000034430
Zzz3,ENSMUSG00000039068
