AMH,CBX2,CTNNB1,DHH,DKK1,DMRT1,FGF9,FOXL2,GATA4,NR0B1,NR5A1,PGD2,RSPO1,SOX9,SRY,UGR,WNT4,WT1mKTS,WT1pKTS,PseudoTime
4.3681770405,1.2747755033,10.5758173715,3.3744869842,4.1977192164,3.3182576344,2.7273481644,10.4262073018,10.4685122581,10.56307111,4.837224101,3.588190767,10.3585272505,1.6097095882,2.6732753458,1.846569896,10.4395771245,10.3711374816,5.2823139921,0.6754399999999999
3.5553307274,1.6534060327,10.5111718852,2.6719834614,0.5561931499,0.9218757571,4.3308118652,10.5046954011,10.337643384,10.6568109629,3.9136092555,2.4284510247,10.2741604946,3.3831457538,6.3914892717,0.9664701764,10.3264131835,10.5442530325,4.4020982479,0.53258
1.4032328833,10.5621559052,3.0163970814,1.3092222237,3.6714793804,1.1932059258,4.4006111402,3.9189652846,11.0240193525,3.7189844493,10.65169725,6.9216452324,3.2883789723,2.9483208992,2.0518759488,10.2535734638,5.4836096877,10.293276682,11.0189788587,0.08772
1.9232656005,10.3539182337,3.647627003,5.6215081463,2.4345546992,2.7998613761,3.6544590552,4.0044939464,10.9519382342,4.2894695519,10.426525343,4.0787928871,3.0106798251,3.4477763397,1.9456651522,11.0463377704,2.2511983698,10.6487329884,10.514007733,0.01128
5.0564641448,10.8447341596,3.2767134337,4.5242807065,3.2280735041,5.0925413473,3.4644812919,1.9499993066,10.584854044,2.8143953214,10.406158211,3.5645061371,2.1466087204,4.3855748835,3.634808011,10.744005321,4.4753332328,10.8319509418,10.594382379,0.06516
4.4273561909,2.6834864267,10.0775219722,2.767656193,1.0241669354,2.1664042212,3.2227859335,10.865146874,10.3554974163,10.4823211756,2.06825275,2.8339240224,10.5759096722,4.5546378896,4.5403352766,2.4042970055,10.2296529863,10.5306204017,3.6179224561,0.91228
4.0138792363,4.1276771975,10.1533951301,2.674701149,3.6813071233,5.4108320017,3.3700004541,10.320890957,10.7102270479,10.1734702514,5.8296465829,5.0870505787,10.5266425663,5.8767847516,5.6660236916,1.6095547819,10.5766001254,10.509176265,1.0277788585,0.4573899999999999
2.5359487807,2.6375661281,10.1466836581,4.5508285962,4.4668699121,4.7517298453,1.2979076585,10.6877939083,10.6908494928,10.6874148607,3.6479999493,4.5855440631,10.1255309651,4.5475297244,5.8017896617,4.7578858092,10.4668285551,10.1503741084,5.1433500761,0.7055100000000001
1.9808452512,2.9634600558,10.4230407061,5.1743368728,0.8348622322,0.8481529865,4.8387289379,9.9283185907,10.8200646039,10.7699488416,4.6366976649,0.726781659,10.2280651473,5.2662616445,2.9124176455,3.9473906524,10.3539019357,10.4865618767,2.7863959031,0.6641600000000001
4.5199248282,0.0494777109,10.7160263818,3.884085696,5.0133642035,3.0409192677,4.1037082312,10.4674942921,10.6465857707,10.423697998,4.5441379398,0.4381906936,10.5663758106,1.6449363011,2.3259467852,3.4438120844,10.0652395657,10.2286580027,4.0623176932,0.81579
1.6411603623,3.9793945967,10.7127368903,2.5472337309,4.4667749848,4.782482722,0.8768375013,10.3990192057,10.4732576401,10.5428817791,5.4712945826,1.5054666005,10.3792136993,2.4339159698,5.6008303382,3.2516044278,10.46754783,10.1229798782,4.7717548504,0.8446100000000001
2.7254036078,3.6873787099,10.2630492704,3.1125707795,4.6133175372,7.0271273934,6.1523589714,10.667508762,10.1210112359,10.191052374,4.7463053974,5.2314944633,10.4542446665,3.2480054816,0.7369347331,1.5473729598,10.7566231106,10.4575587847,3.2123189835,0.8032600000000001
0.9106222749,4.0899213624,10.5279961831,3.4401841544,5.4083189851,5.5977623722,4.4095635504,10.5192598522,10.6575313035,10.008446321,3.5251883428,5.0193377722,10.4583319532,3.1303921969,4.0760044176,4.7245789725,10.4923425036,10.3832555571,3.1181862176,0.96241
3.4424890513,2.4786608393,9.8867920886,3.171665855,0.5392868761,4.0808328575,2.6358009474,2.424539403,10.3947309604,10.1336055126,9.5548809922,5.1924715022,10.0230987271,0.5331527455,7.371476767,1.0296245791,10.7026761528,10.1486239244,10.7708554615,0.23434
1.9658375847,10.0736443425,7.5886542859,4.1426179628,6.2595266261,5.7435504907,1.2507461152,0.4836079812,10.3281153556,10.2958237896,9.9317930387,2.3642776274,7.6569707591,4.9613685506,9.9922137722,1.6289036635,9.9664498629,10.2654123649,10.6285173921,0.21554
6.0766333523,1.0732758337,10.4390765427,1.9229221854,3.2318209771,5.1070016765,2.8431349896,10.4621275358,10.4918190397,10.5074274078,6.2115550508,3.9955966338,10.5158984967,5.9778044468,5.2544064277,3.7178068517,10.8128824092,9.5100851309,1.7772820663,0.39474
1.1471144124,2.8019164904,10.4087379084,4.4054397002,3.8677598942,4.0735320042,5.008101641,10.2174058525,10.4967537075,10.5118592902,4.46071069,2.0601609519,10.5046649664,4.513006496,2.1552901334,2.5296643755,10.3663010153,10.6623757971,4.1143354745,0.53885
3.5365203799,5.6033623983,10.500208163,3.5984110596,2.2740811316,4.1809734415,4.1883125406,10.2844737502,10.4235984867,10.5278036067,3.8612029302,4.8229493886,10.7141906983,2.6241239231,3.8408851027,4.8139030387,10.523526832,10.0781442343,5.1600145924,0.54762
3.7158055936,5.3802203246,9.4930564656,5.1176574529,5.1508773836,6.0116483157,5.4693113493,0.8337804033,10.5728545404,10.3376446002,9.8141579314,0.9696219889,10.2460259699,4.2856286219,8.7907191174,6.7761455983,10.0592325308,10.390021047,10.1652030561,0.2619
2.1553226357,1.6745745801,10.448005777,5.3267316743,5.0334575166,1.2802797604,3.1784844239,10.2578837239,10.7026338305,10.2415047558,1.2400348285,0.8652430914,10.4292642541,0.809788442,5.0748435795,0.821705348,10.7919694697,10.2458933971,4.3917718169,0.60652
2.7385076485,0.7223729876,10.3173849032,1.5423621552,5.4432767031,3.0299062921,3.3773889054,10.3567288496,10.4907911636,10.5988749339,3.3254282136,4.0468736003,10.6198137511,1.860888087,3.461927685,0.5917077546,10.6110464325,10.183188183,4.6843450061,0.6203
2.8341273774,3.6881939278,10.4032069958,2.9795904322,3.0420762148,1.9163464738,5.386175015,10.5398095058,10.3922968582,10.542199645,1.1998911169,4.455954613,10.1266276718,3.1587923178,5.7599025238,1.392657944,10.5236687928,10.327182533,8.2024901533,0.44737
3.9677563139,3.1564999454,10.6142050102,4.8906909177,3.4376193577,4.7980451719,4.5726382666,10.2112723506,10.4184772375,10.5651734631,2.0460285936,2.0404465646,10.3204644794,2.9723231183,0.6326678207,0.4893921714,10.3493960981,10.6900205205,3.5022248479,0.56892
4.5696213672,1.1027760306,8.9215577242,0.2221190549,8.8101829256,8.8934101292,3.4445788393,6.9056221818,10.4733586425,10.4362076306,8.057857973,2.0333025231,10.3470873328,2.9619784425,8.5788389372,1.4883227218,10.2650240246,10.2715256166,10.2432422372,0.31328
1.2599963712,5.0773300889,10.5298499525,4.5619629461,1.1827439013,3.0955122734,0.2626428681,10.1945619882,10.2331854512,10.8511734907,7.2695711948,2.6470728499,10.4886412371,1.1758305755,4.3582486858,4.2938319341,10.0563423175,10.4555904225,7.1006890999,0.8609
3.0474375393,0.47533051,9.1620424329,3.0497492693,9.4476471564,10.0622612443,3.9259695508,3.2441517084,10.826887063,11.0005503223,4.222938079,5.7815496696,4.8050258815,2.0396522935,9.7849076929,4.8759928305,7.0546539655,10.47554306,10.2250300879,0.4160399999999999
3.3375284418,1.9151643062,10.4123635585,3.5638414229,7.3926961521,3.4655919298,5.0532950957,10.3284377104,10.407271891,10.2964092899,1.1045548608,0.2876628749,10.3342938631,4.470567413,4.1115564599,1.0029806979,10.6038706771,10.6252925656,5.4977741283,0.77694
0.6114304315,2.9146594724,10.3211252752,1.2161483575,2.432082458,5.6402550908,3.4988221516,10.411116637,10.3483976867,10.501952489,3.1696533732,5.1269905281,10.1413397149,2.6972578108,2.9481493649,4.7015816222,10.679174412,10.6683437294,6.0376332109,0.46992
7.4588928883,3.9887440968,10.7490476516,0.9734920642,3.774476021,1.6501293023,2.4128254215,10.0935727695,10.2609959892,10.2739242325,4.0878703925,0.2112936701,10.4555328729,2.7491459913,2.7338833062,3.0384209942,10.5020140089,10.3366984956,8.3964412169,0.97744
3.3506607254,1.2114030443,10.4867222273,2.5284690634,2.0913552215,0.0089173734,3.7780854371,9.7712634489,10.4682591257,10.5435120081,5.2372212118,4.1975563179,10.2130390752,2.2174914935,5.5794554093,5.273462716,10.4416344968,10.6341170267,8.8128350743,0.38847
3.6526884385,10.8091968636,4.3754179208,4.008124646,4.6826011447,1.8615334959,5.6005974395,2.8521848666,10.9229238985,3.1757364056,10.6839954553,0.1872301555,4.5025312349,3.0445535349,3.440098935,9.950334686,9.0322152089,10.6341363436,10.3982296067,0.0751899999999999
2.3442367066,2.9325080228,9.227988247,2.9978591927,9.7808535442,9.7708010016,4.347959373,4.2469957951,10.0905213257,10.0180747137,8.8701760629,3.4058614878,9.8580211199,7.2509986701,9.5759222104,2.2434218568,9.9063476186,10.1247810756,10.0712280836,0.28947
0.0259904519,3.6675726946,10.20435609,5.3040617615,2.7667242867,2.9803330875,4.9065939872,10.3490174793,10.2125223474,10.5949709024,6.8838191703,3.9329105002,10.7468971079,2.8623410305,1.0528176607,3.3096390169,10.4314652264,10.473254504,4.9148014531,0.47118
1.8471549471,3.0160162914,10.314248273,4.2319774013,4.2760833213,5.2974474443,4.1885621935,10.5703224711,10.6908622457,10.2385683773,0.4673237746,3.6591435015,10.5742983647,1.3403235436,0.0538192496,2.8203232913,10.3554249779,10.4372754209,3.4352282872,0.91729
3.644551109,3.7037436679,10.1380059824,5.0746430921,2.5578029646,2.64574771,2.5235203063,7.7299614292,10.0010758565,10.1886541502,4.7637815324,2.6784812348,10.6354205556,1.3233888957,2.9995483027,2.7700896284,10.4074728248,10.4445164291,10.9784858654,0.38722
1.4094968003,0.6928525495,10.3263173415,1.372669538,4.4019921924,2.140410893,2.455216268,10.5404719487,10.4381689096,10.3866269954,4.1259628698,3.7941925873,10.5037063378,4.4070070235,3.2693775039,3.020934838,10.4607520712,10.5961550496,1.2013284637,0.69424
0.8698599942,2.638399973,10.3389790548,3.3888059149,1.5006157005,2.637324303,0.9797176168,10.8404224213,9.9638386928,10.2150005753,4.4919701832,2.898653486,10.0497695203,5.2478794086,4.2628725653,4.0016624815,10.4809487505,11.0070524564,4.5335315537,0.8045100000000001
5.8403873368,0.3588624112,10.2967362112,1.956198326,3.9646009677,3.1701855316,4.3465084612,10.2586433523,10.1754775767,10.4441800197,5.1192722023,3.5776867643,10.5373461021,4.5933921722,5.9014987794,3.8517878241,10.5397990243,10.752848329,5.0718704673,0.70802
2.0613590341,10.5369618704,1.5364203535,3.5827741202,0.5935532361,3.0212595678,3.5975429711,2.6599086341,10.5137996379,10.3077346368,10.4121609724,2.102058772,5.0003511553,3.8857154894,9.7670319416,8.8481506294,9.3003874956,10.4676775472,9.9131559992,0.1102799999999999
3.9030068828,4.3570880705,9.9516049882,0.7881377362,8.4289106923,7.206840231,1.3927042078,8.3804520455,9.7712787739,10.066453793,5.5751947756,1.6304444352,10.6495365195,4.9812156582,8.4624660594,1.7754888697,10.8956768484,10.4381779495,9.7810990547,0.30827
4.7222741694,4.1623668916,10.5197057469,5.4928922895,1.6859012485,2.4868664148,3.7743000586,10.3910116554,10.2362910694,10.5962875093,7.8258578867,1.8388274181,10.1738954891,3.7214536108,1.5572803002,2.224784631,10.5588533099,10.4184492782,5.8703232322,0.8521299999999999
5.1019912826,2.945531424,10.2523784713,3.6359338261,3.4099080103,3.2632338835,4.3904683003,10.3898301993,10.8944360132,10.2334796381,2.3867091878,2.2365459586,10.4131663074,2.7709704247,0.4926008828,3.3720067017,10.4454324983,10.4291441582,6.4798027372,0.37845
1.532757938,10.3407173503,1.1537850016,2.8812556915,4.0119226888,0.318234437,7.1018455154,0.755934446,10.7703500199,7.5300421729,10.5763769478,3.3274346083,1.8705984861,0.8276984669,4.112326791,10.4855345935,7.5352307929,10.6784381166,10.8171323992,0.07769
4.7145289428,3.7656221974,10.4477581903,2.0243547177,2.5426394364,0.7051805436,3.2684826069,10.3355602474,10.3792944067,10.8277093134,2.9695547594,1.3198428833,10.1517710905,3.2390034468,5.2638615323,1.5654551088,10.4021965345,10.6129042329,0.8254241559,0.80576
4.8596676916,2.8960005562,10.4578133349,2.3724513292,0.2381517704,3.0986066298,3.4850397491,10.5367679325,10.2177256858,10.6452654193,1.6881978205,1.6720779826,10.4993722962,0.1707245564,2.8320790712,5.5803115663,10.2776017326,10.552693424,4.228839154,0.70301
4.4790542167,6.573851257,10.0479319384,4.200637908,7.0524746995,8.055515266,0.9085107391,4.439948008,10.5843471613,10.3669669173,6.0951728159,1.2211808317,10.2036618331,6.5501549087,8.9700153182,4.4925487117,10.4919795331,10.1369578091,10.1194735498,0.31328
4.1938209578,4.7631882902,10.0254563575,0.0191569259,3.2553334,4.1654671297,4.2047419785,10.6226088712,10.8583382311,10.2670612199,1.5278396477,1.5279100086,10.1168314738,4.1361028732,1.4743503217,0.9944565556,10.5663606075,10.5933700412,4.2682597023,0.82581
5.4974039419,3.943345168,10.4560354895,0.5741984647,4.0326443251,4.6742451854,0.8438928145,10.6545896837,10.2134718681,10.3435167763,1.5162202627,2.6267352516,10.5127358555,3.6793718686,0.0233435927,3.0133396676,10.5392498022,10.4496891894,4.9759216189,0.49123
3.8536594547,2.3556017042,10.5298426049,4.3120126341,6.7460889507,2.7117890092,3.0358153225,10.2881868526,10.04068988,10.3767934336,8.1075095661,3.0754511056,10.3075052341,3.7561970007,4.8253469343,1.7379266092,10.5170082174,10.4801643498,7.9961342953,0.93484
5.7618134076,1.6314349013,10.4090982713,1.2434222729,4.4034521696,1.3572653595,1.9219612449,10.4256739343,10.4233695565,10.6462434548,4.0679932313,3.8812194831,10.1559860724,2.9062152415,3.5079110383,3.0619425516,10.32010863,10.764286531,1.7539745222,0.68797
1.4164669843,3.8219259978,10.4018691368,4.6695367535,1.5639008542,3.2114203411,3.7883969786,10.5135128132,10.4760264377,10.5257918942,3.4619443385,2.0391272168,10.4357557669,3.5805975608,3.0860449048,7.8942087951,10.2298722904,10.4161272692,3.5383995892,0.91855
4.0782622099,1.7532786464,10.6966884925,0.9651706553,4.568537163,5.0482322667,5.847461162,10.4119531286,10.2993979309,10.6900000796,1.9709983693,6.5896676592,10.22773791,3.1562754985,1.8459765791,5.1150942195,10.0789529499,10.5633735051,2.7729093267,0.45614
3.7288552303,4.0258862927,10.7511273517,3.8735546641,0.2489144987,0.171950074,3.5183935233,10.4257089392,10.385536848,9.960893293,4.3167732211,1.2679579389,10.5218154628,2.4098887123,5.1073935682,2.9937887462,10.4534372099,10.6197193389,3.5619337835,0.77193
4.760844626,10.2877953796,5.589471189,3.5580734323,2.4119940056,3.4133586876,5.3565727029,3.1803751004,10.8091232998,6.5727544398,10.4100957845,4.6445025841,3.2726589227,6.152133755,2.8908654922,10.6498772022,6.2632693494,10.845045376,10.7562836688,0.07143
0.7070498377,0.6582297005,10.3088501611,2.0130961359,2.6004202366,3.0420555067,2.8817373266,10.5371264206,10.6263291209,10.4115371027,6.2825868337,2.2087780746,10.7335979789,2.0924591468,0.8860918544,4.1165419988,10.1277871385,10.3863849241,4.7592224236,0.8396
5.4752986582,0.9113448,10.3463021152,4.4603244161,4.4685105266,4.8888982544,1.9188785048,9.8819181827,10.4637671894,10.4418782811,2.1623682187,4.18567452,10.2845752599,2.4518081932,4.9527643512,1.5825839791,10.8491274701,10.6782540087,5.7516641497,0.72306
2.5371426849,4.8164267648,10.5601964221,1.0044740349,6.0518100998,3.2090813567,4.2313644441,10.6324028392,10.137085885,10.0019013116,6.1007818537,4.5844691556,10.4764832158,5.8940363616,4.8284302231,1.5221728189,10.3407430296,10.7433653431,4.3813337552,0.94862
0.8388695299,0.1742290832,10.2078462996,2.7736067044,2.572797312,1.4242147364,1.6136445954,10.5997886296,10.1321416626,10.843083616,3.9539389621,3.3685021679,10.6789190924,3.1751904076,4.814074743,2.7702772371,10.4536604959,10.2121813364,2.5980410513,0.87218
4.2293320601,4.377567129,10.529711407,4.1119503371,4.6402880717,3.9152838748,0.4375028364,10.5218982258,10.2706493446,10.371591876,5.9555559997,4.2770360683,10.4817771177,4.7877254547,1.6877077054,2.2014941367,10.656191871,10.1277337901,7.0515655523,0.43609
4.2107302699,10.5044181126,3.9099231893,4.4055470161,3.5662700827,4.987643016,3.1980779889,4.6136175704,10.5336563465,9.1368331036,10.7824434264,1.8983415237,5.6753555663,4.572143622,2.0853132258,9.7786197124,9.6549167973,10.7329372519,10.1781375475,0.099
2.9355283556,1.4959928338,10.1906917303,1.84758913,3.130630138,4.2807994685,1.0683468675,9.6730288296,10.7284725288,10.6189054678,7.043799978,3.7395486761,10.2900922545,4.5791546362,6.6717585386,4.8267587097,10.4360131164,10.2162071537,9.2140529519,0.29449
5.7844595379,5.5890475586,10.2585726978,5.8260703208,6.1819147475,4.0005305569,4.4241029305,5.0866084617,9.6886058334,10.5432215682,7.2197922307,4.4048310135,10.4095881193,1.6329406833,7.0217332763,0.6772304876,10.9189005166,10.2691933457,10.3851841055,0.25564
3.7141148737,0.5510411919,7.9215107817,0.4093688176,5.4523195206,7.1137451621,3.4681610623,1.4556078619,9.8057539829,10.6470153594,10.2208760847,0.7459024807,9.1130319568,5.4547972237,9.6489068013,2.0663466391,10.2309385342,10.8373128719,10.4868326282,0.3095199999999999
3.6149144866,7.3760199502,1.2870354873,4.9135653176,3.8323812789,4.0732682783,3.5656446247,0.8142148388,10.4398974464,10.5385177828,10.2561160232,2.4522141531,0.5395656242,3.9955433922,9.4958879105,5.9132666708,10.6727723513,10.5423525961,10.7608903674,0.2080199999999999
3.4745854008,6.4578841192,10.387641429,3.2948566703,3.5968017817,3.9107745982,0.3400058874,10.645435933,10.3125972498,10.6677414982,4.1629035915,1.020248358,10.4303388278,1.8409667013,3.6255788215,5.3908214288,10.0128922333,10.5881395043,3.5367038903,0.57018
0.371989451,3.050939736,10.6622486484,4.1119705432,3.2352435546,3.0024126014,2.2201410719,10.2178514949,10.4503912436,10.5412859138,2.5825512982,1.5107633769,10.6476006335,3.6561712677,4.0688360523,5.0329021519,10.411209646,10.2525603585,3.6374808011,0.94236
3.8312671777,2.3917065697,10.4066950716,4.1684773416,2.809672843,4.9606176131,2.5293498613,10.0165866226,10.5163972807,10.8721755872,1.52988749,3.8971304707,10.5202740736,0.3160023445,1.5556734338,3.9505341895,10.4686447868,10.2949764224,4.6916264328,0.86216
0.5893795145,10.3954701971,6.2750045221,7.1533199399,4.2799318339,3.12306482,2.2140855461,5.3213190945,10.4333975025,10.1293871667,10.3804488354,0.3524394816,2.6857388995,2.5812923176,8.3129520564,6.4195607737,10.4075963048,10.2975746601,10.5583408131,0.17419
0.4496656064,2.812704703,10.5273311587,3.3422674597,5.9296570758,3.0648974022,2.4420955677,10.1779879471,10.7760493499,10.2822151353,4.5920877624,3.672768151,10.2450727972,6.0132692588,4.1619897753,2.4559639095,10.7331029204,10.2864475625,1.663265556,0.4599
5.9798477525,6.401804122,10.0240463548,1.4757205929,5.669861705,0.977413065,3.9368042253,10.5168199089,10.6077888132,10.6443986542,6.0389722352,3.5731751781,10.6157138526,6.0667062029,3.9912160896,0.106940482,10.2451176082,9.9962916243,7.3850369583,0.6854600000000001
0.4687224922,2.9308352335,10.4798235182,1.4538417928,2.107933463,5.2681091477,1.9283310002,10.3079170154,10.0859150969,10.7363411799,6.2733522319,4.135030422,10.4975788777,0.4839379524,1.4645826934,5.4666892538,10.3532422418,10.4996306131,6.9917173032,0.51003
0.5368788231,1.1832647462,10.8514312602,0.4824685017,2.2905176753,3.1534111958,1.5666911398,10.422638841,10.1943831282,10.6089256441,5.5723868199,3.6478871717,10.5020919643,2.1664364523,2.9202288686,2.4940082674,10.6322336491,9.8514482787,2.1799840403,0.56015
4.6350091616,5.6084799693,10.5762205207,5.5578945994,2.8644372347,3.4815813386,2.599125628,10.4048856744,10.1469408447,10.5365649998,4.5029298819,2.0947183012,10.7764153344,3.3706691782,2.572273105,2.0393810487,10.3299291799,10.3061845066,4.1369218558,0.91479
4.1523079691,2.1458453025,10.582462355,0.6328127836,3.3276171147,6.7821240262,0.9084562558,10.3039683448,10.356637665,10.1377948325,5.5838742207,2.7237953165,10.2427916552,3.5103353177,3.792547283,1.9952592024,10.6019454775,10.7936158903,3.7306514468,0.70677
4.1014969652,4.1248297404,10.6587803897,1.6049912298,6.4064036522,5.4610615053,2.1937562038,5.2177072492,10.4743711228,10.2308867324,7.2630781095,4.0792075241,10.4941779138,2.6480420164,1.4500432544,3.3529841876,10.1997517588,10.3127496076,10.5407817407,0.3070199999999999
3.183178079,2.1360294872,10.4522723636,3.5938207081,4.5978127804,5.8086071761,5.3949324218,10.2112217493,10.3502574404,10.6732071589,3.149767055,3.5144914757,10.5432021161,1.9298722707,6.0677267108,2.5978071275,10.2396971064,10.5888665159,2.9437431032,0.6240600000000001
1.6599184709,4.0053769221,10.2587304589,3.5318203127,7.78977358,3.9066546403,2.7979143136,9.2899826689,10.27150364,10.3720303711,5.5555477441,3.974199546,10.5682564782,4.3182579385,3.3458063345,4.2078898471,10.7477855608,10.3107942577,9.4782634896,0.3421099999999999
4.3343255576,10.5570218131,3.7969799185,4.8698659634,7.9612592071,1.8996220992,3.3201774108,2.5242881733,10.5913926361,3.0992550378,10.2350889269,3.9843357555,5.9841122927,5.001671041,5.7055048679,11.0859253175,4.7383826701,10.6478856978,10.507404235,0.00752
4.0470540138,1.4719337324,10.3307835142,2.9927795495,3.1158314576,0.7358187542,3.9947842476,10.5799460142,10.4689312987,10.4268865941,3.4401128583,2.6634368107,10.4394385376,2.5484357628,2.7348008923,4.5170084471,10.513559744,10.3843481909,6.8249547092,0.6340899999999999
1.1015781709,3.5458168783,10.3868835467,4.3485227579,3.5722347489,3.6399354879,0.7510215961,10.5539088277,10.4641802158,10.1495676581,4.7206486302,5.5145573747,10.5948096122,2.8551134384,2.535509209,0.4904592982,10.5860954118,10.4205588454,4.7658666524,0.61779
3.340864956,6.8010836122,10.782718659,2.8424609099,4.6700512027,3.5961692972,2.9173353693,10.3706873056,10.4272628905,10.6775051874,3.0168690016,2.2501344236,10.4191322716,3.0688901175,2.5153090799,2.374474345,10.1512318968,10.2116599949,4.3481130805,0.8283200000000001
2.2386961549,5.2643679903,9.6746361176,4.7879168361,7.9651177685,7.9345744015,2.3756304205,4.6800843324,10.6819186115,10.2850303995,8.968748151,2.1310996772,8.9967648714,7.0099540385,8.8032813928,4.5535187633,10.3278221474,10.5460932425,10.3656429397,0.3070199999999999
3.6279389327,3.2175066491,10.0864903094,4.320171816,4.3712695182,4.5276545009,5.291181649,10.6022164133,10.4649398946,10.5982103663,4.6114768081,4.0157594537,10.3056185033,2.6027436593,3.4993684685,4.3029776801,10.6567100541,10.2645050134,6.6640967479,0.63659
1.3366035218,4.7725198937,10.5801807768,2.5545564146,3.9084494692,4.0402115024,4.2279063788,10.2272902795,10.4322120766,10.6904651466,1.7917606009,3.3985055067,10.4276293567,1.4532212224,2.9540047836,6.1291889293,10.510060641,10.27345332,0.4934007533,0.64035
1.6829614611,9.6609480245,6.9608188842,5.2177724991,4.808808901,1.7562437337,3.9788834606,4.7184968182,10.5878940477,10.3659980487,10.2447767993,2.2829910248,7.2591385452,4.3125081963,10.1341216161,4.9556799482,9.8676471685,10.1685337531,10.5323062221,0.21429
3.2659400736,2.0715557952,10.636868036,3.9532275414,7.2325154453,5.7177105085,0.9699203976,9.1801962035,10.3383509438,10.1385475234,5.8757876476,5.8787771972,10.1473137532,5.5017064235,8.6180467185,2.6723381685,10.5324258256,10.182926156,9.7325497365,0.3270699999999999
1.5624855888,0.2876898346,10.7269531334,4.8843823573,4.1830275337,0.1740846193,3.2332434967,10.547194163,10.2583022404,10.3691755752,5.3078067079,4.8317064819,10.5071796626,3.3400341368,4.6110243391,0.6916111201,10.4332400178,10.287345408,4.7023330225,0.4386
4.8713744564,5.0351329555,10.0997236388,6.9551397455,1.1097598124,2.7583428933,3.1916826146,10.2776763235,10.5399815912,10.7802397159,2.7538298459,3.5728244155,10.4399579194,3.5333163612,2.6422954388,3.5958105577,10.4141710014,10.4274099854,5.6267349293,0.60777
0.8566864888,7.6246142828,9.4805864918,0.4745535111,2.2361142412,0.2632250731,3.3560998753,3.1997566845,10.5151706345,10.5067674884,10.115775471,4.6273400079,9.9223020506,2.4725149598,8.1453643906,2.0702516342,10.6220387195,9.9629475283,10.215273971,0.19549
2.4688260403,1.0241458963,10.2750376753,7.985047958,1.5820713201,3.0805202315,3.0895624472,4.5699333455,10.5519507793,9.9762881812,7.4651408378,3.2934169372,10.3408909066,5.1714646559,4.0925955813,1.1529992252,10.5708648715,10.7428926683,10.2206325547,0.25439
5.7011200858,10.7390877728,1.1682070098,5.214572028,3.3521560073,2.2097921659,0.5371820713,0.5724114388,10.7461345613,0.8757379346,10.7733027487,6.0727588187,5.8223536983,2.3723689176,3.9362887146,10.702998419,6.6918992228,10.345260211,10.5655485664,0.04637
4.5295882984,2.6808212629,10.5033949457,3.5600121581,2.4062564946,1.978970027,3.6488190421,10.1724141324,10.3300626063,10.7382416564,2.8296962845,0.8296025056,10.5527775382,3.2179044803,5.7489791438,3.5930473219,10.4814867947,10.3806786825,2.5605231183,0.8458600000000001
3.8800600223,9.8635909681,10.1401145299,0.2424333679,3.6721200996,2.0535593002,1.9485917009,8.8603573908,9.7002918288,10.1604408243,10.3870575356,2.8751592836,9.9094946303,3.537680396,8.9658529906,0.6956605057,9.9504725534,10.2902590278,8.7075649603,0.28321
4.1719025284,4.6854658061,10.5493979811,2.8987419363,2.8346185604,3.2405402058,1.9558305037,10.3979850587,10.600776171,10.101813666,2.3960288409,2.276982979,10.6636817903,3.7766437003,1.7255605446,5.1224835595,10.6670236492,10.1382951889,3.4075344935,0.71429
1.9536810663,10.656056678,4.1300471334,2.0974586723,2.3799499034,4.5955539009,1.557909436,6.5871302744,10.6717181596,4.6800012372,10.3245553912,0.6865993976,1.364693155,1.7260937417,4.7295226125,10.9093056414,4.5288423581,10.9158800836,10.450991264,0.03885
3.4561579288,3.1827753997,10.3967755771,4.0794051893,1.5170397307,0.2086250659,4.7319919068,9.6575638894,9.9354430686,10.4575050098,6.4857811502,4.4908845547,10.6223132532,1.4267552784,6.1108695162,4.8564410853,10.3840993393,10.682236658,9.3256995635,0.45363
3.9030993686,4.3357953388,10.4871559924,4.750878732,2.017208397,4.8372973469,2.1772618447,10.252819159,10.4576061664,10.5288537283,2.6748319891,5.5664468096,10.5600445386,4.0905770016,3.2811280785,3.2748429455,10.4636858898,10.4038855589,3.7864021117,0.35213
1.8196743853,0.9499443879,10.4290545642,4.8917078573,3.1331208311,2.1897677378,1.8921088003,10.1093383215,10.72488021,10.356528753,5.4659022511,2.1194532678,10.5820864239,0.9605847794,3.1440965649,3.184938328,10.4087573111,10.5561006014,3.7734399612,0.93233
1.3290713107,1.9456011776,10.2403978662,1.4944433588,4.8541498087,4.3386321824,1.557917652,10.5015286945,10.8194747399,9.9057426557,4.8876083471,0.9103202717,10.3061135443,0.9886158818,3.7294741537,1.6583124267,10.4906923668,10.7771629286,4.4817124135,0.6604
2.6641528995,2.5535825639,10.1777788754,2.0631434306,2.7546658107,2.8652513898,2.1211703368,10.5435077055,10.6643853888,10.5995135058,6.5933029928,5.0202238773,10.5955442494,2.2568082773,3.2270055767,2.0627365499,10.3898415528,10.111633352,4.0206541924,0.4373399999999999
5.1762820398,10.4394361893,3.6583312163,2.1355361127,4.341164891,4.2644198138,3.5734282564,4.6474343731,10.4800266703,9.8858376104,10.6249925106,2.7632232896,1.7919590183,4.0195246639,8.9542057517,8.5930335408,8.5316006151,10.7532342546,10.5910460011,0.1240599999999999
