	AMH	CBX2	CTNNB1	DHH	DKK1	DMRT1	FGF9	FOXL2	GATA4	NR0B1	NR5A1	PGD2	RSPO1	SOX9	SRY	UGR	WNT4	WT1mKTS	WT1pKTS
E1088_486	9.1983592162	1.1881075796	1.2386683234	9.922394128	9.7405714549	9.9112684559	9.7618860501	0.1646513506	9.7821476278	7.7077302442	9.6520758884	9.2422768063	5.0039984677	9.7225453554	9.7503773651	2.6993594098	1.7557541295	9.332183933	9.7754632298
E1271_671	0.7070498377	0.6582297005	10.3088501611	2.0130961359	2.6004202366	3.0420555067	2.8817373266	10.5371264206	10.6263291209	10.4115371027	6.2825868337	2.2087780746	10.7335979789	2.0924591468	0.8860918544	4.1165419988	10.1277871385	10.3863849241	4.7592224236
E1256_578	5.4752986582	0.9113448	10.3463021152	4.4603244161	4.4685105266	4.8888982544	1.9188785048	9.8819181827	10.4637671894	10.4418782811	2.1623682187	4.18567452	10.2845752599	2.4518081932	4.9527643512	1.5825839791	10.8491274701	10.6782540087	5.7516641497
E1657_758	2.5371426849	4.8164267648	10.5601964221	1.0044740349	6.0518100998	3.2090813567	4.2313644441	10.6324028392	10.137085885	10.0019013116	6.1007818537	4.5844691556	10.4764832158	5.8940363616	4.8284302231	1.5221728189	10.3407430296	10.7433653431	4.3813337552
E1161_413	1.3118435276	3.6666041993	1.539321562	1.9574519563	10.0908810352	10.5605050837	5.374100644	1.3522268884	9.7917523393	10.2569727156	10.1681996025	4.6577586575	2.4378629041	9.5593858653	10.1643882029	6.1366100197	4.145682017	9.5925111831	10.3429306818
E1458_410	4.4799772085	3.1329949635	3.1345442626	6.9539768181	10.1807333232	10.0198646296	6.4762755704	1.1976422884	9.8153370226	10.0850455756	9.9179008334	6.9375639547	1.0367503447	10.3863427287	9.8351335298	1.0722739312	3.8879062705	10.1071521187	10.1216700601
E273_697	0.8388695299	0.1742290832	10.2078462996	2.7736067044	2.572797312	1.4242147364	1.6136445954	10.5997886296	10.1321416626	10.843083616	3.9539389621	3.3685021679	10.6789190924	3.1751904076	4.814074743	2.7702772371	10.4536604959	10.2121813364	2.5980410513
E346_766	10.3649941291	1.0963265212	3.8747803424	9.7529584337	9.5231841515	9.8480254479	9.3766041965	3.10965703	9.841948357	1.8465820828	9.3377138827	9.834499676	0.8026535041	9.457863325	9.6282094255	4.1155581834	1.4599492351	9.5950423343	9.4889715433
E1227_349	4.2293320601	4.377567129	10.529711407	4.1119503371	4.6402880717	3.9152838748	0.4375028364	10.5218982258	10.2706493446	10.371591876	5.9555559997	4.2770360683	10.4817771177	4.7877254547	1.6877077054	2.2014941367	10.656191871	10.1277337901	7.0515655523
E1219_548	9.4321065003	1.3330277693	1.9461265379	9.4730917603	10.0984358818	9.5815447955	9.6701852762	2.665046185	9.6979873875	6.092253435	9.4029332685	9.931893945	2.9041910044	9.4994105253	9.8051486358	2.1511010565	4.2120801498	9.6899809498	9.8140206275
E1943_80	4.2107302699	10.5044181126	3.9099231893	4.4055470161	3.5662700827	4.987643016	3.1980779889	4.6136175704	10.5336563465	9.1368331036	10.7824434264	1.8983415237	5.6753555663	4.572143622	2.0853132258	9.7786197124	9.6549167973	10.7329372519	10.1781375475
E1993_720	9.4943761907	4.2161011873	2.8056243877	9.5540019755	9.5157841646	9.8284819932	9.7359139901	2.9045545008	9.8187117333	5.3273509713	9.717576263	10.117048501	1.5694320429	9.5362093441	9.617344793	4.8364125044	1.9221407164	9.524507349	9.6857466313
E1305_81	5.2982296417	10.7686533861	4.0806221947	5.2545977135	4.6143841538	3.5677518261	0.8274225858	1.9897551179	10.6368229647	6.79033215	10.9516297508	3.0526384472	4.8752327659	0.4150643527	5.2521096612	9.8140493269	8.8857951395	10.3474645729	10.7324760441
E1254_772	9.7535736436	0.2952012261	0.7619158598	9.7148416122	9.4876842197	9.7231460225	9.6102385238	0.6663870723	9.8619887369	3.1248162449	9.738286636	9.594831736	1.9842782969	9.6531400746	9.82151296	3.8964748609	0.8216866438	9.679596882	9.7293826929
E227_236	2.9355283556	1.4959928338	10.1906917303	1.84758913	3.130630138	4.2807994685	1.0683468675	9.6730288296	10.7284725288	10.6189054678	7.043799978	3.7395486761	10.2900922545	4.5791546362	6.6717585386	4.8267587097	10.4360131164	10.2162071537	9.2140529519
E904_4	3.7757963699	10.388428018	1.0845435651	4.6367229471	5.6716078626	2.287853052	4.8308385438	3.2663829925	10.1290522011	4.319110408	10.0204151945	6.3443413577	3.9817964017	3.7350197866	5.3334136042	11.9883198402	4.5348310724	10.0262424506	10.084776455
E1393_226	2.350444248	9.6484290056	8.410502039	3.982943371	9.1111342307	9.543643968	3.0870746965	0.4635133999	9.7664583443	9.7967024201	8.0333101246	0.7716179291	9.5776143578	6.497927951	10.3099182336	4.1172189491	10.1867230322	10.0990853451	10.1273857765
E1352_653	9.7441802123	0.1554068889	2.1618083786	9.8394789229	9.7455753566	9.5217814014	9.3502670723	0.4993407804	9.8883716187	4.7011890486	9.4657708105	9.9996000394	3.6049634355	9.5861834911	9.6414432093	2.365692859	2.703433271	9.6667819323	9.7869792057
E394_385	7.8001623269	1.0871655483	2.7240120126	8.1765616939	9.924117328	9.8814562891	8.1551681055	4.3095930754	9.9860108234	9.8746830427	10.0600889519	8.0748476994	2.0540277576	10.0722892174	9.6770133404	4.2044581884	3.5128573783	9.9249913046	10.0860732714
E932_95	1.0564486187	10.5095943519	5.5685243124	2.8431993254	2.3005587059	3.6312346788	0.8552430142	4.0848264532	10.662284508	9.2019518799	10.6814994692	2.496804959	5.7109286788	2.1003892681	8.960391277	9.1608122233	10.1587547338	10.0275183446	10.3408794376
E1660_205	5.7844595379	5.5890475586	10.2585726978	5.8260703208	6.1819147475	4.0005305569	4.4241029305	5.0866084617	9.6886058334	10.5432215682	7.2197922307	4.4048310135	10.4095881193	1.6329406833	7.0217332763	0.6772304876	10.9189005166	10.2691933457	10.3851841055
E1372_21	2.4445977872	10.7034258331	1.5651384639	4.6356960056	0.3843296982	3.6388957509	3.9325394714	2.7302902432	10.5637039656	1.5835011769	10.498270509	3.8542048283	3.5041324446	0.4824739857	3.4555601901	11.1387162943	2.6493052689	10.5229871961	10.5972296203
E1910_752	9.4872038855	0.8420588632	1.0039666019	9.2084591654	9.3989871702	9.8803462128	9.601588111	3.4460912761	10.207133438	5.1650761002	9.755180721	9.7743003984	3.3131460261	9.5444693541	9.89522444	2.6222610278	0.2158386466	9.7766212622	9.5493463007
E295_134	2.3436924854	10.7313125666	5.5261640477	5.1303161409	3.948779025	3.9640036555	1.1499746955	2.3394707561	10.1603399436	8.9408386461	10.6565864835	2.1210466545	3.4835723174	3.9056318725	9.7591550634	8.6092531212	10.4308772638	10.2353967494	10.0647720409
E180_441	9.1983389574	1.3343376796	5.1797371606	10.1395599454	9.6007017399	9.4519869789	9.4435752199	4.4127671294	9.8070765245	7.2445314035	9.9811827269	9.7222214608	1.7015211288	9.7522371912	9.8340312257	3.7301793027	3.2085082381	9.6045102294	9.1999829781
E292_248	3.7141148737	0.5510411919	7.9215107817	0.4093688176	5.4523195206	7.1137451621	3.4681610623	1.4556078619	9.8057539829	10.6470153594	10.2208760847	0.7459024807	9.1130319568	5.4547972237	9.6489068013	2.0663466391	10.2309385342	10.8373128719	10.4868326282
E1348_167	3.6149144866	7.3760199502	1.2870354873	4.9135653176	3.8323812789	4.0732682783	3.5656446247	0.8142148388	10.4398974464	10.5385177828	10.2561160232	2.4522141531	0.5395656242	3.9955433922	9.4958879105	5.9132666708	10.6727723513	10.5423525961	10.7608903674
E1862_194	0.8616317085	9.9872400626	9.1734917424	2.5383919936	6.8338889841	7.7079293209	2.8414994843	0.2281938836	10.0001455958	10.1382559856	9.4353661563	1.853117575	8.8879576234	7.0543235128	10.4593140243	2.4504846967	9.8956240558	10.2135688998	10.077465622
E1461_456	3.4745854008	6.4578841192	10.387641429	3.2948566703	3.5968017817	3.9107745982	0.3400058874	10.645435933	10.3125972498	10.6677414982	4.1629035915	1.020248358	10.4303388278	1.8409667013	3.6255788215	5.3908214288	10.0128922333	10.5881395043	3.5367038903
E806_190	2.1669219886	9.3046856147	6.7892685074	1.7602292928	10.064345815	9.4995247749	2.8907616547	3.8644919976	10.3221286124	9.9532755291	7.7487829597	2.6496869036	9.882394344	5.2733557001	9.9745395808	4.7454741652	9.9570893113	9.9178197217	9.9395352633
E1186_350	2.0735290156	2.2949045092	4.0288448796	4.0955270759	9.9818652067	10.2630575066	4.1012240294	0.9697435125	10.7202467682	10.0384784154	8.4618401982	1.6718535428	4.2820115639	8.7536829406	10.4368268079	2.9863931317	4.5682794726	10.4147882137	10.439735725
E1023_753	0.371989451	3.050939736	10.6622486484	4.1119705432	3.2352435546	3.0024126014	2.2201410719	10.2178514949	10.4503912436	10.5412859138	2.5825512982	1.5107633769	10.6476006335	3.6561712677	4.0688360523	5.0329021519	10.411209646	10.2525603585	3.6374808011
E1003_304	4.3482746817	1.7617679242	2.0899409945	0.693222831	10.2963825382	10.5594711274	7.6317534267	3.2833483675	10.5782468299	10.2252927406	7.1094167168	3.6395681423	7.9456802213	7.0016236462	10.2737642352	0.4758822944	8.0626094067	10.380090896	9.8519382454
E446_81	4.0296844564	10.4113256967	1.8064103038	2.7781718816	4.187618846	1.383396764	2.0129781859	4.4148839639	10.7190145196	8.3146617231	10.3097814495	2.7968366638	3.5706798947	1.9103389204	8.3738355294	9.8900267123	9.4859799045	10.5685106227	10.7913648643
E1012_19	5.297120336	10.579717227	2.6551883756	4.9236702481	4.4203160858	4.3607611303	4.9924004817	4.3093143506	10.3881298172	5.0216653501	10.5986336285	0.3947094873	4.6945084607	2.8362204494	0.7606127106	11.0630888257	1.9265002353	10.2283065234	10.9778616627
E461_403	9.0922290557	1.2277268721	0.872765617	9.6579698492	9.7255083732	9.9974907073	9.7700476891	1.6272990462	10.0871685122	4.3468579219	9.6910411087	9.6057174014	3.2494560958	9.6846497275	9.57622365	2.4163130051	0.0983933224	9.8003499618	9.4684302241
E1906_689	3.8312671777	2.3917065697	10.4066950716	4.1684773416	2.809672843	4.9606176131	2.5293498613	10.0165866226	10.5163972807	10.8721755872	1.52988749	3.8971304707	10.5202740736	0.3160023445	1.5556734338	3.9505341895	10.4686447868	10.2949764224	4.6916264328
E1180_172	6.1423204141	9.7525179682	6.6522896758	0.3996073919	5.6093159305	7.0602931616	0.5661539657	2.3277385362	9.9383962857	10.2236081096	10.2298674513	2.88254329	5.7461751369	6.7090063707	10.2876720859	3.0968561002	10.5573568811	10.3299364238	10.2277989053
E492_80	5.4565642583	10.6315181908	0.7344699604	0.8958102396	4.4189242614	0.6437376716	4.0035702921	1.6632831208	10.0992735125	10.4695192534	10.412968626	5.4246952562	4.3353343352	5.8535844699	7.61740348	9.6642498865	8.1794512432	10.6832078612	10.4532273757
E329_514	9.2436672825	2.37189824	2.1999450922	9.5936501733	9.5651063326	9.8138525572	9.5343496102	1.8288933459	9.413144333	4.3600297633	9.772000781	9.7164297443	4.2202554097	10.249716569	9.3835771598	2.488572866	1.3170039466	10.030270738	9.7346506821
E89_430	5.6592207028	1.3834291938	0.6158888089	5.706902006	9.9982925348	10.4390477568	5.2331688221	3.7991265652	9.8445735172	10.0473923051	10.1814373557	6.1936095351	4.0826593343	10.0003571521	9.9372694683	2.3515949485	3.7375899074	9.7566539617	10.3797679934
E714_140	0.5893795145	10.3954701971	6.2750045221	7.1533199399	4.2799318339	3.12306482	2.2140855461	5.3213190945	10.4333975025	10.1293871667	10.3804488354	0.3524394816	2.6857388995	2.5812923176	8.3129520564	6.4195607737	10.4075963048	10.2975746601	10.5583408131
E527_368	0.4496656064	2.812704703	10.5273311587	3.3422674597	5.9296570758	3.0648974022	2.4420955677	10.1779879471	10.7760493499	10.2822151353	4.5920877624	3.672768151	10.2450727972	6.0132692588	4.1619897753	2.4559639095	10.7331029204	10.2864475625	1.663265556
E1036_671	9.5285378942	1.6835491331	4.4198759572	10.1505429224	9.7662955347	9.8209738757	9.5560520611	2.4412248638	9.6649748105	5.4795161458	9.9185188575	8.9105428816	3.3522630197	9.7008953456	9.5367906844	2.7674865792	0.8075832758	9.8916803257	9.5245729664
E1239_546	9.9390603857	2.7291372055	2.5504118117	9.6342654861	10.0429740156	9.8558894502	9.832001663	0.7171229113	9.557995706	1.2446087623	9.1284183323	9.6827994306	1.2580405677	9.7555919154	9.4231080588	1.3313893666	3.8156268889	9.7793032443	9.5490371962
E959_548	5.9798477525	6.401804122	10.0240463548	1.4757205929	5.669861705	0.977413065	3.9368042253	10.5168199089	10.6077888132	10.6443986542	6.0389722352	3.5731751781	10.6157138526	6.0667062029	3.9912160896	0.106940482	10.2451176082	9.9962916243	7.3850369583
E962_359	1.7000341816	0.9271170452	4.2218308816	6.389205239	10.0739857192	9.8922518846	6.6632978028	0.58887143	10.1856482158	10.4319334009	9.2058417259	5.7944310851	5.9667264233	9.3166436538	10.3985005511	4.6354966383	7.4325027986	10.4153104418	9.92939305
E1195_62	2.1915414143	10.4306668269	2.4004259128	3.740577424	5.6534403605	3.4167972469	2.409376648	4.6085467477	10.1082258395	1.2473107783	10.9641873767	2.6325611704	3.4491504551	6.0484745892	2.9455841033	10.8611325706	7.3523527341	10.8178651912	10.5520362661
E206_416	4.8194546336	0.3158326384	2.6816490498	3.3004669689	9.7200965082	9.7912170371	1.5928179983	1.8468330986	10.2310164187	10.1785008259	10.0817663337	2.2191074861	0.4292619551	10.1239724543	10.2249540511	0.4591166187	2.0390223819	10.3683817302	10.163314331
E1466_442	9.1253284032	1.6926007716	4.0340745372	9.6759307196	9.7081353903	9.9711186396	9.8150243737	4.2212293223	9.5043737216	5.6133423836	9.3887902672	10.133044116	2.8472391858	9.5138168431	9.963960977	2.1425266454	5.9493284991	9.2913277819	9.7566998207
E290_408	0.4687224922	2.9308352335	10.4798235182	1.4538417928	2.107933463	5.2681091477	1.9283310002	10.3079170154	10.0859150969	10.7363411799	6.2733522319	4.135030422	10.4975788777	0.4839379524	1.4645826934	5.4666892538	10.3532422418	10.4996306131	6.9917173032
E1067_164	6.324650908	10.0963946646	7.1283469267	3.0522227395	3.9172898923	5.2986857899	2.8818526689	4.2513501716	10.449779255	10.2358927127	10.3268041644	1.6515199112	7.2390755248	5.2265565628	9.9317990173	2.9876790907	10.0144918282	9.9495133489	10.5762318912
E1550_448	0.5368788231	1.1832647462	10.8514312602	0.4824685017	2.2905176753	3.1534111958	1.5666911398	10.422638841	10.1943831282	10.6089256441	5.5723868199	3.6478871717	10.5020919643	2.1664364523	2.9202288686	2.4940082674	10.6322336491	9.8514482787	2.1799840403
E1079_731	4.6350091616	5.6084799693	10.5762205207	5.5578945994	2.8644372347	3.4815813386	2.599125628	10.4048856744	10.1469408447	10.5365649998	4.5029298819	2.0947183012	10.7764153344	3.3706691782	2.572273105	2.0393810487	10.3299291799	10.3061845066	4.1369218558
E497_792	9.7791985345	2.7697601272	2.730694618	9.9203398491	9.6293578149	9.696018109	10.0334127099	2.3185341104	9.5787661363	3.7513655394	9.4417013797	9.8388516913	0.3808676794	9.0198161579	9.6382565432	3.7254671336	3.9406450973	10.1151564044	9.3199574911
E1866_579	10.1629223742	3.2889260012	3.8671064815	9.6501860318	9.6356562877	9.6734060396	9.8953933063	3.5666233012	9.5742696089	6.6682913584	9.6593304815	9.9023190373	3.4505129218	9.4639776883	9.424246146	2.6737270238	2.0985583451	9.5939351997	9.3468941228
E1757_183	2.0142270048	9.6233354076	9.2757527783	2.8400427919	6.8167402712	4.9361815797	4.2550262007	4.8745678082	10.0233707585	9.7873763083	10.2968063877	3.6907656546	9.7040323215	2.9472514905	9.884268357	3.547371979	10.1719575978	10.3805172803	9.8564968985
E1504_515	9.6449837336	0.7005845605	2.0395046162	9.7719462419	9.4946370155	9.5738515915	9.5404508182	0.4834608567	9.5702411896	5.9834045513	9.7825122769	9.4737586356	2.3324245096	9.5918074424	9.9012427647	2.4773994996	5.6661463373	9.9865517846	9.7973584026
E918_466	5.0697595695	3.0935445212	3.8531068035	6.9319063221	9.7999094403	9.7154171508	5.7807284366	0.1050609036	10.2124709025	10.0105823319	9.8529630932	6.392411101	3.0879483469	9.8435847097	10.527497644	2.1006045451	2.639625408	10.2171266333	10.2541563099
E781_565	4.1523079691	2.1458453025	10.582462355	0.6328127836	3.3276171147	6.7821240262	0.9084562558	10.3039683448	10.356637665	10.1377948325	5.5838742207	2.7237953165	10.2427916552	3.5103353177	3.792547283	1.9952592024	10.6019454775	10.7936158903	3.7306514468
E946_752	10.0883491295	1.1132549683	2.1998898114	9.3860954772	9.2924425672	9.8598639411	9.7323740204	1.5153195244	9.1810836506	2.4930193387	9.9445276229	9.8275789616	1.2659529955	9.7300236796	9.8368874545	3.722098573	1.1055623221	9.7348121291	9.5137558604
E529_246	4.1014969652	4.1248297404	10.6587803897	1.6049912298	6.4064036522	5.4610615053	2.1937562038	5.2177072492	10.4743711228	10.2308867324	7.2630781095	4.0792075241	10.4941779138	2.6480420164	1.4500432544	3.3529841876	10.1997517588	10.3127496076	10.5407817407
E271_499	3.183178079	2.1360294872	10.4522723636	3.5938207081	4.5978127804	5.8086071761	5.3949324218	10.2112217493	10.3502574404	10.6732071589	3.149767055	3.5144914757	10.5432021161	1.9298722707	6.0677267108	2.5978071275	10.2396971064	10.5888665159	2.9437431032
E948_417	3.3779536231	2.9934312261	3.5300382616	0.2072560047	9.7749542502	10.1677779906	1.5087668738	3.9796153922	10.3487058445	10.6600639805	8.0146677722	3.3820780848	7.223742706	8.4523443684	10.481968511	2.7853685957	8.0342230956	10.0397667744	10.5509900479
E621_274	1.6599184709	4.0053769221	10.2587304589	3.5318203127	7.78977358	3.9066546403	2.7979143136	9.2899826689	10.27150364	10.3720303711	5.5555477441	3.974199546	10.5682564782	4.3182579385	3.3458063345	4.2078898471	10.7477855608	10.3107942577	9.4782634896
E1583_163	1.4318154461	8.7810568902	9.5517404435	5.1545573602	1.6028857405	0.8497862462	1.2232075045	0.0236291534	10.0560538867	10.1180311385	10.101369319	3.2151745455	9.6337456764	1.110696337	10.1034128733	1.979901593	10.1676724016	10.4909339467	9.9779626829
E196_7	4.3343255576	10.5570218131	3.7969799185	4.8698659634	7.9612592071	1.8996220992	3.3201774108	2.5242881733	10.5913926361	3.0992550378	10.2350889269	3.9843357555	5.9841122927	5.001671041	5.7055048679	11.0859253175	4.7383826701	10.6478856978	10.507404235
E1316_507	4.0470540138	1.4719337324	10.3307835142	2.9927795495	3.1158314576	0.7358187542	3.9947842476	10.5799460142	10.4689312987	10.4268865941	3.4401128583	2.6634368107	10.4394385376	2.5484357628	2.7348008923	4.5170084471	10.513559744	10.3843481909	6.8249547092
E752_198	0.2956123878	9.3869378257	9.6735378372	1.1067780994	6.373483324	6.5677703722	3.3880750508	2.47079551	10.2448294193	10.2737769849	9.8215638425	2.0390058502	10.0297915777	1.6717523876	10.1215849765	1.4308914723	9.9756818288	10.0438283095	9.5461112285
E579_549	9.6903324998	0.7970943711	1.1738956937	9.2043902501	10.0035128769	9.749392777	9.9903671043	0.1533149579	9.4828716833	2.837359747	9.833415295	9.6390647903	2.5741286876	9.302502225	9.7973079938	2.7999424886	6.1135135708	9.6729215952	9.716578675
E270_792	9.5226980867	5.0419514821	4.533692349	9.8473284319	10.2692585879	9.523838716	9.1630457598	3.6207828019	9.6158019618	4.302611692	9.5987469977	9.3235763414	1.2236875389	9.4492178884	10.0497490348	1.5166243901	4.1441237226	9.7484550916	9.7942838106
E1172_555	10.0624765312	2.5202461057	2.4239816797	9.7051722659	9.9201822716	9.5831174556	9.8373364093	2.0100480849	9.5899701769	2.2443791765	9.8346497043	9.7005102395	3.0121011433	9.6210578173	9.5215762689	1.4975084046	2.8134997743	9.3597343614	9.5140743934
E1252_2	5.3225709151	9.9914036929	2.859969179	5.2597099493	5.9958109485	3.350611091	5.7850711228	5.5384022049	9.8736385929	4.1846862021	9.6607341112	1.4269071056	5.6945292608	4.3788530152	6.6246331044	12.163466736	2.8451686287	9.9899038659	10.2151874264
E1743_29	3.0896173973	10.4475951977	4.2024254597	4.1829410587	1.7607726895	1.317743837	5.3750275827	4.5682208516	10.2462648684	4.5249655163	10.7741591064	4.5671361572	0.4935737708	3.1324068181	4.9555067895	11.0689595403	5.2686390904	10.6664196822	10.6799240511
E603_570	6.1759736561	5.7165501978	3.4525894737	6.1486090189	9.9983398228	9.9428539794	7.0399506141	3.6846752105	10.2031095939	9.8835282204	10.0499420741	6.9026302246	2.0832267871	10.1017483503	10.1356794973	2.6316783505	5.3964532048	10.1523887014	9.8813807136
E1779_494	1.1015781709	3.5458168783	10.3868835467	4.3485227579	3.5722347489	3.6399354879	0.7510215961	10.5539088277	10.4641802158	10.1495676581	4.7206486302	5.5145573747	10.5948096122	2.8551134384	2.535509209	0.4904592982	10.5860954118	10.4205588454	4.7658666524
E1127_662	3.340864956	6.8010836122	10.782718659	2.8424609099	4.6700512027	3.5961692972	2.9173353693	10.3706873056	10.4272628905	10.6775051874	3.0168690016	2.2501344236	10.4191322716	3.0688901175	2.5153090799	2.374474345	10.1512318968	10.2116599949	4.3481130805
E746_483	9.8270119227	1.3849201172	2.9278143878	9.1714492588	10.0135558323	9.8819327698	9.5159370982	0.8872363711	9.7375432807	4.2206955062	9.8669879908	9.4931571856	2.1134601942	9.7481702523	9.7495264948	0.9266409244	2.739182253	9.5621612557	9.6371296602
E1967_84	1.5306104747	10.8503825292	4.6122743626	5.8356895616	2.9705164173	2.8501669553	1.8287998514	5.376535864	10.4376124276	9.1110110956	10.8222824114	2.0358164685	2.8595725727	1.7212561098	3.7831947421	9.9496463192	8.8742916023	10.4641564245	10.428880077
E541_698	9.6559323101	0.5850990557	3.0435312053	9.1887146794	9.4081200342	9.6711576166	9.8473582405	1.8634619453	9.6346054154	5.5529553546	9.920114698	9.6984454105	5.5358901477	9.8005490838	9.5986475558	0.7573082943	2.0083419437	9.5845207181	10.0646938759
E261_246	2.2386961549	5.2643679903	9.6746361176	4.7879168361	7.9651177685	7.9345744015	2.3756304205	4.6800843324	10.6819186115	10.2850303995	8.968748151	2.1310996772	8.9967648714	7.0099540385	8.8032813928	4.5535187633	10.3278221474	10.5460932425	10.3656429397
E386_298	3.3227837772	2.7224109124	4.3969669565	1.916681065	10.3994553339	10.3547683902	4.3696546959	2.5527376523	10.9363558494	9.500690743	7.8386230494	0.3756042735	4.6688435994	8.4832950665	10.2099308143	4.0737601055	7.5748751241	10.5847773446	10.0574824353
E1837_139	1.2529439411	10.0828246665	7.1815552463	3.5221147458	4.9330911947	0.7606618289	5.4466556977	0.5270516484	10.6077863947	9.5187821038	10.5716395765	4.7166588081	0.3258814001	2.0308608411	9.8737072947	1.5758888426	10.5321526148	10.3194399621	10.1684796353
E1770_509	3.6279389327	3.2175066491	10.0864903094	4.320171816	4.3712695182	4.5276545009	5.291181649	10.6022164133	10.4649398946	10.5982103663	4.6114768081	4.0157594537	10.3056185033	2.6027436593	3.4993684685	4.3029776801	10.6567100541	10.2645050134	6.6640967479
E786_751	9.537659664	2.0482719789	3.2673107966	9.7340989036	9.7007489125	9.540704827	10.1513191272	3.452818268	9.5602804664	1.2595330206	9.369737236	9.7422582764	1.6326670875	9.6577577684	9.7173389239	0.4093360449	1.9690978187	9.8719073332	9.6704958884
E1600_591	9.3940085331	3.3521608007	1.7906094388	9.9291365066	9.3279042782	10.3130702867	9.3571047007	1.2317367734	9.7809379676	4.6407673439	9.6692661736	9.5857417789	3.650925397	10.2160084901	9.254791642	1.3221457681	3.0023799588	9.3568410371	9.6764739361
E1961_794	9.2242870611	2.3735751584	2.425971024	9.8657457907	10.0503283694	9.3564979926	9.7899508688	1.9637665097	9.787894526	5.65083958	9.5349185338	9.5029787159	3.4713271193	9.5214281484	10.082707477	1.4125923861	1.978212992	9.7372657293	9.6075579065
E1972_637	9.5654025276	1.5470785649	1.7848004403	9.4035168488	9.6057800149	9.8145986992	9.6805098057	4.3722166902	9.5849935484	3.2491839438	9.7834834466	9.7763952627	4.1951197672	9.8513382487	9.9094812462	2.5087599858	4.6346048808	9.679216991	9.5827260237
E1368_178	4.2353602091	8.5838986511	8.9087348932	2.4865478233	7.3682353949	7.1756813314	0.7498005291	1.4647505326	10.2142133982	10.4577212382	9.6990508455	3.1409686635	9.5916623823	5.2014570278	10.245206452	2.1724230026	9.9923615905	10.2829847088	10.0909563267
E1022_58	1.409132623	10.411054155	3.3287354277	3.9817678134	3.5512394247	3.2497122495	3.8001206852	4.7764819733	10.707126667	3.9925556799	10.9167413741	3.5732667695	2.8232069791	4.1362874848	5.2109603421	10.389170488	4.0457218692	10.810472467	10.7469231166
E1731_512	1.3366035218	4.7725198937	10.5801807768	2.5545564146	3.9084494692	4.0402115024	4.2279063788	10.2272902795	10.4322120766	10.6904651466	1.7917606009	3.3985055067	10.4276293567	1.4532212224	2.9540047836	6.1291889293	10.510060641	10.27345332	0.4934007533
E550_316	2.0785035691	3.1837770601	6.1176616393	3.5263999234	10.1408094435	10.1855908833	5.7781449665	1.3505067165	9.702527357	10.2759817102	9.8389133755	3.9412348331	2.4750866888	9.7109663094	10.176520615	3.8849790559	5.6925337435	10.1449616831	10.4197713765
E1431_172	1.6829614611	9.6609480245	6.9608188842	5.2177724991	4.808808901	1.7562437337	3.9788834606	4.7184968182	10.5878940477	10.3659980487	10.2447767993	2.2829910248	7.2591385452	4.3125081963	10.1341216161	4.9556799482	9.8676471685	10.1685337531	10.5323062221
E979_281	1.5970750699	2.0999332906	3.0825355136	4.4083887103	10.1844099259	10.3585414462	1.6807871301	3.7114236974	10.5684377191	10.1111335243	8.6897653603	1.4344738056	7.1978611482	8.5252492661	10.2235071907	1.1495930213	4.4589493015	10.4510383986	10.3598923959
E375_262	3.2659400736	2.0715557952	10.636868036	3.9532275414	7.2325154453	5.7177105085	0.9699203976	9.1801962035	10.3383509438	10.1385475234	5.8757876476	5.8787771972	10.1473137532	5.5017064235	8.6180467185	2.6723381685	10.5324258256	10.182926156	9.7325497365
E385_351	1.5624855888	0.2876898346	10.7269531334	4.8843823573	4.1830275337	0.1740846193	3.2332434967	10.547194163	10.2583022404	10.3691755752	5.3078067079	4.8317064819	10.5071796626	3.3400341368	4.6110243391	0.6916111201	10.4332400178	10.287345408	4.7023330225
E1513_486	4.8713744564	5.0351329555	10.0997236388	6.9551397455	1.1097598124	2.7583428933	3.1916826146	10.2776763235	10.5399815912	10.7802397159	2.7538298459	3.5728244155	10.4399579194	3.5333163612	2.6422954388	3.5958105577	10.4141710014	10.4274099854	5.6267349293
E1096_157	0.8566864888	7.6246142828	9.4805864918	0.4745535111	2.2361142412	0.2632250731	3.3560998753	3.1997566845	10.5151706345	10.5067674884	10.115775471	4.6273400079	9.9223020506	2.4725149598	8.1453643906	2.0702516342	10.6220387195	9.9629475283	10.215273971
E435_204	2.4688260403	1.0241458963	10.2750376753	7.985047958	1.5820713201	3.0805202315	3.0895624472	4.5699333455	10.5519507793	9.9762881812	7.4651408378	3.2934169372	10.3408909066	5.1714646559	4.0925955813	1.1529992252	10.5708648715	10.7428926683	10.2206325547
E1931_713	9.6079693687	3.7885441962	1.562618623	9.343788089	9.9695628988	9.9638417005	9.3449441551	1.8185972016	9.7462941691	0.6329532529	9.8807988824	9.4864472215	2.0062829503	10.0195014363	9.2807747265	1.5944215435	1.0768834593	9.8612134666	9.6390286622
E1412_175	5.2163524986	10.385210121	9.0881528482	2.6600650399	1.1183174972	1.3400190504	1.1467664807	3.8414299045	10.2807962864	10.2511815741	9.4717283745	0.9295718642	9.6322208451	1.4122204309	9.5451522836	5.7667243991	9.9263611907	10.3012005678	10.0570896418
