AMH,CBX2,CTNNB1,DHH,DKK1,DMRT1,FGF9,FOXL2,GATA4,NR0B1,NR5A1,PGD2,RSPO1,SOX9,SRY,UGR,WNT4,WT1mKTS,WT1pKTS,Time
9.7975551615,1.474341114,3.8681815705,9.7034019192,10.065821797,9.5388504301,9.4466133297,2.3679690528,9.5273792281,4.2993820935,9.5964358337,9.4481727274,0.8760395665,9.083108246,9.7694731692,3.5954927718,3.2905918998,10.3288038043,9.6512933001,0.8545
9.2683334789,1.9713351612,4.4301993281,9.2484795054,10.0707994785,9.5972557307,9.7477962911,2.4580269878,10.0757314263,0.4696800822,9.9232585551,9.5334536807,2.7281886732,9.4322069534,9.7106200083,2.8245642989,3.443566467,9.4628223617,9.9682661424,0.744
9.353492566,4.5769640086,2.6013720369,9.6945307938,10.0994967301,9.6324660174,9.4343100659,4.5483074007,9.919367391,5.9834482271,9.6373191972,9.0661207239,1.0497686702,9.8415373693,9.8200262254,2.7038904041,2.8614528705,9.9439379315,9.4798320384,0.744
0.3048340142,10.6226069093,4.6338951947,2.8018906783,0.6171011954,1.1246146914,3.0141257584,3.9635335908,10.7860562244,6.058098239,10.2899198104,3.8516228926,3.7296620001,4.8224363785,1.6547033241,11.0747042304,6.4322921487,10.6782414555,10.4059301579,0.053
9.9766200478,1.5845326049,1.6775810589,9.6494715901,9.5598616377,9.4908534234,9.5324748871,1.9763819825,9.7606293089,1.5924413538,9.9899890499,9.9117825381,2.5493280086,9.4567573348,9.5337560711,2.0407436265,4.6773389588,9.8514093679,9.5107611465,0.8545
9.950730321,5.2069501737,0.7026798538,9.8950003745,9.5951275343,9.8438674911,9.5874559003,3.7213131649,9.6504028269,2.7785182594,9.569315164,9.5602999462,2.1252550793,9.5500220192,9.8068505353,2.1496896278,0.9224203868,9.7353610913,9.5121357613,0.8545
3.0256641171,5.6550565107,4.1934822781,0.0875827129,10.2000371795,9.9814605923,4.0999844529,2.997095897,10.183908092,10.3993834717,4.6747165929,2.3704376956,10.0651451229,3.4697085243,10.3782859464,5.0312740073,9.8909933248,9.6000421412,9.9838532644,0.35350000000000004
3.8203830687,1.1589820869,4.1210114354,1.7680275458,9.7651247314,9.7979217346,4.9026758219,2.5381765403,9.7872774631,9.9293438528,6.7101653349,4.1215820154,10.1284543257,3.194089502,10.2779203587,2.6800274773,10.3219341698,10.4666345189,10.1465687431,0.35350000000000004
5.0880047516,4.6311472296,1.9743290216,5.856665553,10.1100708497,10.2419361307,6.0894377,0.0511441734,10.1326297942,10.0531901472,10.2241278846,5.1483600747,0.8044154937,9.8543958244,10.3085795878,3.2533681454,3.5904566434,9.8033289852,9.9449857064,0.5449999999999999
4.0282281179,5.2457537733,7.7442601429,0.3066216101,9.6772342197,9.8534539205,2.5680971359,3.8641450375,9.823806512,10.2025072919,6.0831888355,4.389796827,10.2089555631,4.6489800256,10.2310183483,1.4338923898,10.0967892873,10.2396739201,10.0955238911,0.253
9.5554831624,2.6812075726,2.5819687766,9.6522371453,9.3080183899,9.1578661815,9.8912066343,0.2993372209,9.824208859,3.0742531486,9.7569076346,9.9279234487,1.1678767903,9.3223542928,9.9368506279,1.4282546158,1.5440747803,9.7809586534,10.0103220878,0.639
9.7140677458,0.2590847575,2.5832307582,9.5307002736,9.6209167381,9.4675130714,9.534537324,3.6697225499,9.9418630343,4.3549427186,10.1967309838,9.3140860106,2.4024968929,9.7675124439,9.3234217895,2.8296934049,4.5431698122,10.1362279734,9.4409833878,0.9545
5.4978023792,5.4929805884,3.7347675078,1.4010574775,10.2256796594,10.1577066839,1.4855462383,4.7633320382,10.0752041365,10.5705047064,8.9199690267,0.1433517353,6.8224491752,9.092639368,10.1182939282,5.2558637183,2.6965750038,10.3657099185,10.370108376,0.4525
8.4910523554,2.5866948522,3.2490386263,9.9230630252,10.1629165701,9.4470171791,9.4740887294,4.0031386656,9.6250365256,2.8886780829,9.5309154117,9.4870273373,2.657791838,10.016721273,9.772708921,3.9289826637,0.4580265636,9.988642503,9.8094419175,0.744
5.1961952885,9.7044963813,6.7091646984,0.7422887644,8.0177268097,8.2504649925,2.3498349134,6.353224844,10.1632955233,10.1693349444,10.0998190231,3.2088341988,5.9110513297,8.1476598861,9.988517853,5.4654815882,10.2582879557,10.2085392399,10.1977621679,0.253
9.1542524672,1.4257843106,0.2650957984,9.5387714639,9.8223389983,10.1015981842,9.712156932,3.7099037893,9.9196224168,7.4206100371,9.5099287584,9.3172595892,1.3546561283,9.7996773712,9.6488247304,0.0286491561,3.0966640404,9.7419146495,9.6005615141,0.5449999999999999
9.8129352615,3.3654161573,3.1084403016,9.6988030227,9.8794208158,9.832942211,9.3894207985,1.3240674924,9.7628933328,2.9549839434,9.8855492542,9.6879923089,3.7316125823,9.8241704457,9.3493756349,2.8110835658,1.6348303538,9.6782508896,9.4380288701,0.9545
4.9189189263,4.6582029654,2.9240348948,5.2978649255,9.9702899981,9.8664728191,5.7752231254,0.5954136933,10.3303080888,10.5055979996,9.9430785117,7.1540534417,2.8878568561,9.5041770224,9.953614866,3.8093354047,4.0368212457,10.0316379626,10.2915399318,0.4525
9.8149948787,3.2654016048,2.2953948437,9.5997567758,9.6830587195,9.3102483643,9.9360366413,3.5531776054,9.402448139,2.2306480136,10.0496274423,9.2929575243,4.3211522142,9.7405333475,9.5969288725,1.4648466022,4.2853357759,9.6360486866,10.0269090574,0.8545
2.4975915974,5.5150999444,0.3727100651,3.1338552384,10.5949594196,10.0345628495,6.1860289302,3.2828685721,10.360129713,10.3863933968,8.9819231184,4.0965121024,4.7092831335,7.76613272,10.4564029549,3.8582720938,3.8063147873,10.1865724954,10.3005452213,0.35350000000000004
9.7358565122,2.7197526712,2.1610894314,9.8901278579,9.8530143743,9.5443761991,9.5393428685,4.0514138441,9.9936566191,4.4889884437,9.4939495393,9.861448783,0.7487981217,9.5002588581,9.6173548767,0.2029580832,1.7150739879,10.0236437121,9.0341014933,0.8545
4.2386232048,3.2430978929,4.5392523923,3.4864999896,10.7605200865,10.2992300221,2.7157652357,2.3509483967,10.2578993503,10.324022726,8.406463312,5.6341260604,6.3905041824,7.8178916071,10.3081688624,4.1214328871,5.4434906038,10.118663759,10.3491495853,0.5449999999999999
3.0164903133,4.6396905378,3.9058039069,1.7858340963,10.2683211627,10.1933611631,5.3493155719,3.6427940496,10.030285001,10.1172913932,6.9754950845,1.1900815037,9.6710520788,1.4701266261,10.3896511641,0.7586582723,10.0828346034,9.9533932433,9.948896052,0.35350000000000004
3.2835552537,10.565834542,0.6166116178,3.4860428952,3.2603848424,3.0342363545,4.1079139715,5.0061802047,10.5937847703,9.8837980269,10.6236454226,5.3113496545,2.6599378744,0.2382662158,8.6733595975,9.6416963579,8.9449584431,10.1219203315,10.5355409273,0.053
9.7709838826,0.2428294085,1.7682985598,9.6879776639,9.7953153919,9.739987619,9.571787288,2.8768001248,9.5095261719,4.5928299207,9.6178876303,9.4026109128,1.2930712053,9.96314284,9.7974913823,1.3921579355,3.3986338282,9.7241742946,9.7121799579,0.639
5.7511578253,2.5810380224,8.4926486942,4.8742586787,9.3839102994,9.3899477839,1.1778232856,4.2463644571,10.0596180828,10.1577637561,9.3639705446,1.4157212616,10.0947712945,5.7561473228,9.6737657978,3.1530136332,10.0292734294,10.2902510385,10.0604939261,0.35350000000000004
4.7029812932,10.9397416292,0.1349147065,1.6421612115,0.8536441879,3.7889579616,4.420890584,3.603370406,10.6603869757,7.4984873437,10.70248843,3.5094576783,4.8081432581,2.7145682225,5.8077934096,10.5669020633,5.6124390091,10.2642929555,10.6546411785,0.053
0.4886789856,8.8179358339,6.4473882925,3.1497439837,9.7449153331,9.7693571965,1.9069974534,4.4695797458,9.8144307436,10.389675067,9.3724375162,5.0981412593,8.4520317568,8.4466252921,9.7282865647,4.1428980434,10.3316745567,9.9369755476,9.8774601885,0.253
2.1015594561,7.4485206277,8.8913634927,3.4848815496,8.882106217,8.8842557061,7.0707601666,1.1091594446,10.6409881158,10.05298476,7.0724706564,2.2604743785,10.2647596717,1.9129554478,9.597348749,2.7335387804,10.3662118683,9.9192500428,10.1935875716,0.253
9.5378599702,3.3354680661,1.2191565179,9.3031612561,9.6962325646,9.8093256873,9.9635121672,4.325686845,9.451920878,7.2992465526,9.7052233853,9.5288749113,4.7243035474,9.6454438935,9.840727005,2.0311030016,1.2251700111,10.0382461444,9.3502624752,0.744
2.5844192887,4.3287437773,1.1742861501,2.9441067733,10.0523526604,9.9295672693,4.6337220999,2.5098156575,10.5673747324,9.8854873052,7.9818067625,3.1504088062,9.2000548812,9.2419710083,9.5855744043,3.968176821,10.1247438712,10.0185755743,10.0485993155,0.253
3.9116325842,3.3957658203,2.6504867656,2.8240515826,9.9648723143,10.3143904178,4.9723960055,2.125689372,10.0311027816,10.4794419299,9.7927714181,2.9417929217,2.3718054041,9.2830211304,10.106104378,5.3323691943,5.364281468,10.5277637444,9.9870998054,0.35350000000000004
8.3289211773,4.7166441512,1.6317855202,9.004126815,9.8634733393,9.6738901627,8.9589387128,3.0656110123,10.0684213618,9.3469224529,9.6196837572,9.0578749796,5.0730515926,9.9678928029,9.6700216507,1.2363250001,3.1965890188,9.9766562714,9.946576136,0.4525
9.8882011068,2.1232380548,1.7201303924,9.0795268563,9.68867595,9.7933542904,9.5879667468,0.659669063,10.0478482613,5.2706267087,9.5165357504,9.8211126375,2.8186791641,9.6777056073,9.6964175761,3.824192687,1.28082903,9.4609742191,9.8575091207,0.744
9.4662870491,0.9323509087,3.3258444472,9.7786024639,10.1523788527,9.6185290822,9.0664903644,5.5501602377,9.5005794944,3.5382795095,9.8705635931,9.8477189024,0.7156792384,9.9738327729,9.5512102251,1.9849551741,0.4992617959,9.5324598858,9.6747103535,0.5449999999999999
9.2568157609,3.2494672566,2.6859953113,9.4236155229,9.8481408731,10.0070772376,9.5731049285,2.6130927008,9.7779359041,7.5656483932,9.4825392843,9.8445254722,0.4781212613,9.8030636972,9.7414766467,2.040635218,3.0403930065,9.501051932,9.6369924926,0.744
2.2092260727,4.683053987,4.0006625509,2.3790679686,10.1028823365,10.3152018991,3.6104025627,3.2480379309,9.8410215222,10.1947107545,4.5091310648,5.4847034062,9.7203858001,4.9242468384,10.1825895217,2.4149286402,10.0292706048,10.1808148525,10.1900814816,0.253
5.9400554957,9.2802540255,9.4413595299,0.3853339677,2.6060178217,1.8413391177,1.2045792968,2.9392937824,10.6283483794,10.1316394513,9.0577074378,4.3821054516,9.3700000074,1.8354041333,9.8863794344,1.323454536,10.4105461501,10.1925139617,10.2475649532,0.253
9.0828777831,0.0253916206,2.6974597289,9.9849299421,9.5753814554,9.8652183968,9.7812317471,0.1056667696,9.8034762046,6.086015341,9.6913374143,9.1974671358,4.0240332698,9.8728502484,9.3614903371,3.026009217,4.0561275024,9.7158385673,10.0035199617,0.9545
3.6143428532,10.7154285857,6.6481059247,5.2643605611,4.0151519596,4.3016950761,0.5381156756,3.7781137068,10.3873105375,1.3661476813,10.6017746396,0.9921974988,5.748445447,0.7107407912,2.5757539333,10.7566212196,2.7481100215,10.7242735404,10.7713209678,0.053
0.6128084966,6.5038975906,3.4411707824,0.005670298,10.2944040541,10.0614094189,4.9634835843,2.1522977844,10.1574271126,10.0861957314,9.7522855528,4.2195500687,4.4542793742,9.7442175426,9.958782072,1.4175771673,3.2468480839,10.2139655188,10.4200629634,0.4525
0.0455162184,4.9629983144,4.2598892962,4.6963070857,10.4815378211,10.2415689755,3.2022389765,0.1851066353,10.1585509235,10.5844105049,1.3950543244,1.6749563118,7.8990921492,0.6816822555,10.2982920767,2.2787704711,8.9316322357,10.4826534489,10.2085500794,0.35350000000000004
1.0954080166,4.0952289892,5.8832900304,4.9237575627,10.4223004707,9.8708421722,3.0090715103,4.5645449851,9.8432417528,9.6500039412,4.9484052882,2.5693000607,9.8143839741,5.4864879418,10.6170311122,1.3219596071,10.3584567228,9.7983422401,10.0899446314,0.253
9.739455225,4.0240432912,2.0067623656,9.604844955,9.7813641245,9.625981445,9.7261770992,4.6644218729,9.4791913744,2.7648602095,9.6750265947,9.4313518708,3.4118481577,9.9575999776,10.1983295177,1.1188554153,5.1458934172,9.5771513951,9.259814567,0.8545
3.691795376,5.7158632039,5.8415470316,3.6714182192,10.164056804,10.0349672141,5.0699397527,5.843229732,10.1167280676,10.4683854964,9.536504561,4.8571477992,5.1302047783,9.1598733943,10.4505412219,2.8933794552,5.7822336821,10.0783531221,10.1640567838,0.4525
9.5892096156,3.2582741885,3.4679298234,9.763805214,9.8858353014,9.7465597312,9.7599956208,2.4822551274,9.529886063,1.5660851828,9.700299328,9.7735879794,3.341917212,9.564492208,9.6128202839,4.656993925,2.2504241383,9.7385258117,9.6385307416,0.9545
3.3849512343,0.9625376302,7.426024128,2.233723882,10.6828479366,10.2082053595,1.7026968659,4.4275313982,10.1711518042,10.2078581268,4.3162504075,2.1745898756,9.5083342382,4.0200730747,10.4342239541,1.7422745124,8.7069445968,10.1012586543,9.92251168,0.4525
0.6855447471,3.1263557133,6.5988675431,3.424943457,9.9782383664,9.9307940158,3.0778464483,3.2768392328,10.5056513261,10.3243532015,5.9427236549,1.3986525159,10.1362065352,5.3125997102,9.6492716309,0.9017540008,10.1011044731,9.8497507342,10.11236588,0.35350000000000004
9.7650090745,4.5905972188,3.3181830835,9.177417668,10.0709545084,9.5826766507,9.7876887563,2.1612348743,9.2487920368,6.0593681025,10.1488326258,9.6930762353,2.9814685621,9.2878473647,9.5570272711,1.8959317053,2.0324354479,9.6215185437,9.9443535537,0.9545
6.0931251448,2.4141860597,0.1976602118,5.9844245086,9.5263923833,10.1081471621,7.1226666141,2.9473859976,9.9031755841,10.3923756905,9.5157683698,7.0851715935,3.251708724,10.2036904659,10.4583976523,3.7903616005,6.0033540921,10.1562759352,9.8271444488,0.5449999999999999
4.99092554,9.3570821131,4.0537101897,5.6156582711,5.9374305189,2.9464281706,5.7984073869,4.0156057874,9.3788977256,3.4212108909,9.3633713125,6.1289960743,4.99092554,5.979451491,3.2471824698,12.6387733403,4.9511639859,9.3268191275,9.1416938035,0.053
10.025427695,0.7075385559,0.8733721127,9.739453377,10.0035472519,9.8483478463,9.5696183923,1.373004329,9.7160587743,5.2853239331,9.5986221358,9.846885591,3.0398431387,9.5385249506,9.6361188432,1.4826366053,1.5313759949,9.1433137594,9.4771181177,0.9545
9.7887891603,1.6804716422,0.0549860791,9.8812955015,9.616262876,9.4545278484,10.2281490226,0.741374043,9.8426530207,0.9745749773,9.6013189173,9.3581135197,5.9558121641,9.6619116976,9.8486511336,1.1051411512,2.7369188082,9.1997653631,9.5609737714,0.9545
9.4136687389,0.8840694596,5.412162843,9.225886398,9.8332724366,9.9597473024,10.0488964262,5.1044640844,10.1420418204,6.4911397201,9.7797566168,9.7256303733,2.7252339912,9.6536607364,9.0763130836,0.495161923,3.901747374,9.4330225786,9.4240687567,0.744
3.7493931138,10.8904449585,1.1169005281,4.5498120078,3.8355942622,3.6559334291,0.2187629925,4.2246895546,10.4469774371,3.3814671973,10.4185752607,5.0582428149,6.9463180977,3.4438688598,6.4736065802,10.511719535,3.0231024811,10.9030967248,10.6622490842,0.053
9.5885858138,1.4564281956,3.3344324395,9.0533229389,9.2976375702,9.8898902156,9.8419682113,5.6631798372,9.7626029773,7.386703719,9.8996299398,9.6613539605,4.4460602551,9.7707418609,10.0448972117,1.4249061271,4.1978933816,9.1994598317,9.6382066492,0.639
8.537648163,1.3580018429,0.598013116,9.8026381792,9.9266796228,9.67713988,9.5545231689,4.4248166049,9.7317985652,8.468862096,9.7958637528,9.4884805429,1.8469893197,9.669904214,9.5489636132,0.5565934743,7.0772834603,9.9407168756,9.4231704969,0.5449999999999999
2.519865786,10.317787505,4.5688158944,6.2350902296,3.8813415368,3.4245046832,4.4706159054,1.1165901149,10.4722629124,10.2604870646,10.5849653674,5.7791222566,6.3802742082,1.7903376995,6.4110557132,8.735128003,7.7069969607,10.8789115252,10.6968621609,0.053
6.235739009,2.7835412288,4.7093320276,9.3927342465,10.0860816592,9.5720627325,9.3599951591,4.8163006108,9.6431246237,9.6969298181,9.8657230942,9.3274074669,2.5893228796,9.7844999439,9.689154026,1.3644307346,5.1294257488,9.5282712346,9.9809275557,0.5449999999999999
9.2833819355,1.2679386232,0.9762976869,9.933701301,9.463452719,9.4669758416,9.7346399415,2.6575309661,10.134597909,3.6221103293,9.8301752516,9.9843113954,3.3799440766,9.8759570044,9.4406299249,2.9887486991,1.0628613596,9.3855684654,9.5662217204,0.9545
9.5865230966,2.788536155,0.1297142838,9.7531848579,9.6464623493,10.0957278582,9.7988472111,4.7233542089,9.4197554288,0.7922904356,9.4460986372,10.0859415071,1.8105833588,9.8923592793,9.5319285209,0.4784355907,1.9034321741,9.4661640618,9.4278002139,0.744
3.4326552703,3.147355937,2.352017449,3.0513251059,9.8314275884,10.2390758626,3.0334845084,4.6192598589,9.9881425517,9.9491657157,10.2451603599,2.3959875456,4.3296793356,9.5322785673,10.0382682439,2.8251334656,6.9927038312,10.5303159103,10.2106750089,0.4525
9.5773182986,2.4373266703,3.6795486541,9.7429678481,9.5824583059,9.7431594542,9.7214646234,1.2420992227,9.6702075628,2.508540411,9.9042166235,9.8510018307,0.6718338735,9.5856722667,9.5242749732,1.6663955289,3.64321207,9.7929797419,9.6409409762,0.9545
6.2975325839,4.3816395183,4.4608313296,9.0374741498,9.8307947593,10.1379647859,9.0567116618,2.6162160729,9.3355448722,9.3716712757,9.9478807241,8.7872245069,4.5868480277,9.6976037727,9.7126704239,1.4176429548,1.1600188012,10.2534263921,10.1534195449,0.639
9.9775103589,0.3579330545,1.7457591331,9.7742197428,9.7116697034,9.7811282977,9.0349758991,0.8525113011,9.3782248227,5.7331906768,9.6562864467,9.4278900814,0.7104996353,9.8800021448,9.9645062353,2.9794346808,3.5991736491,9.6610373986,9.8119263969,0.639
9.7187168802,1.6406701872,4.0928192496,9.9872204612,9.3997148059,9.4154447796,9.5709447166,4.6171158517,9.4269797497,6.3359292811,9.95072375,9.2149754225,5.2606607436,9.6104871809,9.8273726689,0.9608291321,2.6745102159,9.7034814705,10.0689869732,0.744
9.9962986183,3.2158231814,2.4530032834,9.6845225091,9.9225516264,9.4729998421,9.663039268,1.6653817909,9.6466105292,3.2786398342,9.7733996561,9.5002645201,2.8645583595,9.6364015461,9.700320478,4.0093628348,1.7967427838,9.6495397178,9.6376154118,0.9545
9.8381814705,2.6980696811,5.0456626475,9.7840365339,9.8052165868,9.3432443287,9.4787959018,1.4761142416,9.0089386654,1.1319115556,9.8987913061,9.8613927892,2.5816119609,9.5630511235,10.0502684022,1.8370013903,3.2453968515,9.7284988664,9.706825556,0.9545
9.3371566092,2.461552413,2.1583983338,10.0353440506,9.845833881,9.7221461463,9.6019955485,3.9797690779,9.8498333953,6.3151445024,9.4254411579,9.8037802022,4.8612152498,9.5629086884,9.4591326283,2.4474300641,3.738440982,9.7596167687,9.6373753939,0.744
9.6758773301,4.5039029446,0.9480435891,9.6315830892,9.6173384693,9.3625782222,9.7576841594,0.5354517431,9.6857276917,4.5809829241,9.9022817523,9.533952193,2.1624823463,9.6097330763,9.9689053065,2.8742409304,0.3449432531,9.652119803,9.8540394119,0.5449999999999999
9.8338278542,2.8813463918,3.4609431079,9.7537360587,9.7534309784,9.3325341154,9.5305536208,0.6981768952,9.428825123,3.391649615,9.326654873,9.2366039767,4.5723018169,9.8442049261,10.2368553367,5.0494950631,4.6284439308,10.0061367102,9.6342902912,0.9545
9.1983592162,1.1881075796,1.2386683234,9.922394128,9.7405714549,9.9112684559,9.7618860501,0.1646513506,9.7821476278,7.7077302442,9.6520758884,9.2422768063,5.0039984677,9.7225453554,9.7503773651,2.6993594098,1.7557541295,9.332183933,9.7754632298,0.639
1.3118435276,3.6666041993,1.539321562,1.9574519563,10.0908810352,10.5605050837,5.374100644,1.3522268884,9.7917523393,10.2569727156,10.1681996025,4.6577586575,2.4378629041,9.5593858653,10.1643882029,6.1366100197,4.145682017,9.5925111831,10.3429306818,0.5449999999999999
4.4799772085,3.1329949635,3.1345442626,6.9539768181,10.1807333232,10.0198646296,6.4762755704,1.1976422884,9.8153370226,10.0850455756,9.9179008334,6.9375639547,1.0367503447,10.3863427287,9.8351335298,1.0722739312,3.8879062705,10.1071521187,10.1216700601,0.5449999999999999
10.3649941291,1.0963265212,3.8747803424,9.7529584337,9.5231841515,9.8480254479,9.3766041965,3.10965703,9.841948357,1.8465820828,9.3377138827,9.834499676,0.8026535041,9.457863325,9.6282094255,4.1155581834,1.4599492351,9.5950423343,9.4889715433,0.9545
9.4321065003,1.3330277693,1.9461265379,9.4730917603,10.0984358818,9.5815447955,9.6701852762,2.665046185,9.6979873875,6.092253435,9.4029332685,9.931893945,2.9041910044,9.4994105253,9.8051486358,2.1511010565,4.2120801498,9.6899809498,9.8140206275,0.639
9.4943761907,4.2161011873,2.8056243877,9.5540019755,9.5157841646,9.8284819932,9.7359139901,2.9045545008,9.8187117333,5.3273509713,9.717576263,10.117048501,1.5694320429,9.5362093441,9.617344793,4.8364125044,1.9221407164,9.524507349,9.6857466313,0.8545
5.2982296417,10.7686533861,4.0806221947,5.2545977135,4.6143841538,3.5677518261,0.8274225858,1.9897551179,10.6368229647,6.79033215,10.9516297508,3.0526384472,4.8752327659,0.4150643527,5.2521096612,9.8140493269,8.8857951395,10.3474645729,10.7324760441,0.053
9.7535736436,0.2952012261,0.7619158598,9.7148416122,9.4876842197,9.7231460225,9.6102385238,0.6663870723,9.8619887369,3.1248162449,9.738286636,9.594831736,1.9842782969,9.6531400746,9.82151296,3.8964748609,0.8216866438,9.679596882,9.7293826929,0.9545
3.7757963699,10.388428018,1.0845435651,4.6367229471,5.6716078626,2.287853052,4.8308385438,3.2663829925,10.1290522011,4.319110408,10.0204151945,6.3443413577,3.9817964017,3.7350197866,5.3334136042,11.9883198402,4.5348310724,10.0262424506,10.084776455,0.053
2.350444248,9.6484290056,8.410502039,3.982943371,9.1111342307,9.543643968,3.0870746965,0.4635133999,9.7664583443,9.7967024201,8.0333101246,0.7716179291,9.5776143578,6.497927951,10.3099182336,4.1172189491,10.1867230322,10.0990853451,10.1273857765,0.253
9.7441802123,0.1554068889,2.1618083786,9.8394789229,9.7455753566,9.5217814014,9.3502670723,0.4993407804,9.8883716187,4.7011890486,9.4657708105,9.9996000394,3.6049634355,9.5861834911,9.6414432093,2.365692859,2.703433271,9.6667819323,9.7869792057,0.8545
7.8001623269,1.0871655483,2.7240120126,8.1765616939,9.924117328,9.8814562891,8.1551681055,4.3095930754,9.9860108234,9.8746830427,10.0600889519,8.0748476994,2.0540277576,10.0722892174,9.6770133404,4.2044581884,3.5128573783,9.9249913046,10.0860732714,0.4525
1.0564486187,10.5095943519,5.5685243124,2.8431993254,2.3005587059,3.6312346788,0.8552430142,4.0848264532,10.662284508,9.2019518799,10.6814994692,2.496804959,5.7109286788,2.1003892681,8.960391277,9.1608122233,10.1587547338,10.0275183446,10.3408794376,0.1555
2.4445977872,10.7034258331,1.5651384639,4.6356960056,0.3843296982,3.6388957509,3.9325394714,2.7302902432,10.5637039656,1.5835011769,10.498270509,3.8542048283,3.5041324446,0.4824739857,3.4555601901,11.1387162943,2.6493052689,10.5229871961,10.5972296203,0.053
9.4872038855,0.8420588632,1.0039666019,9.2084591654,9.3989871702,9.8803462128,9.601588111,3.4460912761,10.207133438,5.1650761002,9.755180721,9.7743003984,3.3131460261,9.5444693541,9.89522444,2.6222610278,0.2158386466,9.7766212622,9.5493463007,0.9545
2.3436924854,10.7313125666,5.5261640477,5.1303161409,3.948779025,3.9640036555,1.1499746955,2.3394707561,10.1603399436,8.9408386461,10.6565864835,2.1210466545,3.4835723174,3.9056318725,9.7591550634,8.6092531212,10.4308772638,10.2353967494,10.0647720409,0.1555
9.1983389574,1.3343376796,5.1797371606,10.1395599454,9.6007017399,9.4519869789,9.4435752199,4.4127671294,9.8070765245,7.2445314035,9.9811827269,9.7222214608,1.7015211288,9.7522371912,9.8340312257,3.7301793027,3.2085082381,9.6045102294,9.1999829781,0.5449999999999999
0.8616317085,9.9872400626,9.1734917424,2.5383919936,6.8338889841,7.7079293209,2.8414994843,0.2281938836,10.0001455958,10.1382559856,9.4353661563,1.853117575,8.8879576234,7.0543235128,10.4593140243,2.4504846967,9.8956240558,10.2135688998,10.077465622,0.253
2.1669219886,9.3046856147,6.7892685074,1.7602292928,10.064345815,9.4995247749,2.8907616547,3.8644919976,10.3221286124,9.9532755291,7.7487829597,2.6496869036,9.882394344,5.2733557001,9.9745395808,4.7454741652,9.9570893113,9.9178197217,9.9395352633,0.253
2.0735290156,2.2949045092,4.0288448796,4.0955270759,9.9818652067,10.2630575066,4.1012240294,0.9697435125,10.7202467682,10.0384784154,8.4618401982,1.6718535428,4.2820115639,8.7536829406,10.4368268079,2.9863931317,4.5682794726,10.4147882137,10.439735725,0.4525
4.3482746817,1.7617679242,2.0899409945,0.693222831,10.2963825382,10.5594711274,7.6317534267,3.2833483675,10.5782468299,10.2252927406,7.1094167168,3.6395681423,7.9456802213,7.0016236462,10.2737642352,0.4758822944,8.0626094067,10.380090896,9.8519382454,0.35350000000000004
4.0296844564,10.4113256967,1.8064103038,2.7781718816,4.187618846,1.383396764,2.0129781859,4.4148839639,10.7190145196,8.3146617231,10.3097814495,2.7968366638,3.5706798947,1.9103389204,8.3738355294,9.8900267123,9.4859799045,10.5685106227,10.7913648643,0.053
5.297120336,10.579717227,2.6551883756,4.9236702481,4.4203160858,4.3607611303,4.9924004817,4.3093143506,10.3881298172,5.0216653501,10.5986336285,0.3947094873,4.6945084607,2.8362204494,0.7606127106,11.0630888257,1.9265002353,10.2283065234,10.9778616627,0.053
9.0922290557,1.2277268721,0.872765617,9.6579698492,9.7255083732,9.9974907073,9.7700476891,1.6272990462,10.0871685122,4.3468579219,9.6910411087,9.6057174014,3.2494560958,9.6846497275,9.57622365,2.4163130051,0.0983933224,9.8003499618,9.4684302241,0.5449999999999999
6.1423204141,9.7525179682,6.6522896758,0.3996073919,5.6093159305,7.0602931616,0.5661539657,2.3277385362,9.9383962857,10.2236081096,10.2298674513,2.88254329,5.7461751369,6.7090063707,10.2876720859,3.0968561002,10.5573568811,10.3299364238,10.2277989053,0.253
5.4565642583,10.6315181908,0.7344699604,0.8958102396,4.4189242614,0.6437376716,4.0035702921,1.6632831208,10.0992735125,10.4695192534,10.412968626,5.4246952562,4.3353343352,5.8535844699,7.61740348,9.6642498865,8.1794512432,10.6832078612,10.4532273757,0.053
9.2436672825,2.37189824,2.1999450922,9.5936501733,9.5651063326,9.8138525572,9.5343496102,1.8288933459,9.413144333,4.3600297633,9.772000781,9.7164297443,4.2202554097,10.249716569,9.3835771598,2.488572866,1.3170039466,10.030270738,9.7346506821,0.639
5.6592207028,1.3834291938,0.6158888089,5.706902006,9.9982925348,10.4390477568,5.2331688221,3.7991265652,9.8445735172,10.0473923051,10.1814373557,6.1936095351,4.0826593343,10.0003571521,9.9372694683,2.3515949485,3.7375899074,9.7566539617,10.3797679934,0.5449999999999999
9.5285378942,1.6835491331,4.4198759572,10.1505429224,9.7662955347,9.8209738757,9.5560520611,2.4412248638,9.6649748105,5.4795161458,9.9185188575,8.9105428816,3.3522630197,9.7008953456,9.5367906844,2.7674865792,0.8075832758,9.8916803257,9.5245729664,0.8545
9.9390603857,2.7291372055,2.5504118117,9.6342654861,10.0429740156,9.8558894502,9.832001663,0.7171229113,9.557995706,1.2446087623,9.1284183323,9.6827994306,1.2580405677,9.7555919154,9.4231080588,1.3313893666,3.8156268889,9.7793032443,9.5490371962,0.639
