	AMH	CBX2	CTNNB1	DHH	DKK1	DMRT1	FGF9	FOXL2	GATA4	NR0B1	NR5A1	PGD2	RSPO1	SOX9	SRY	UGR	WNT4	WT1mKTS	WT1pKTS
E789_541	0.0	0.0	10.6460611176	6.8624092015	0.0	0.0	0.0	10.7870377317	0.0	10.6723695819	0.0	0.0	10.9126962428	0.0	4.8053045595	6.0717079662	10.7514335434	10.1604855954	0.0
E335_231	0.0	0.0	8.6770342589	0.0	9.6324235743	9.8809889294	0.0	0.0	0.0	10.3592580173	0.0	0.0	10.172930997	6.173217678	9.9641086945	6.4318073713	10.0874333321	10.5340483428	10.7048414134
E1877_261	1.689367438	0.0	7.1467152239	1.0248114173	11.1833119275	11.7224950126	0.0	0.0	0.0	0.0	0.0	0.0	8.1922256503	3.7905838775	0.0	7.3916396479	0.0	11.8466837496	0.0
E1785_558	9.6972036642	0.0	0.3549613978	9.7173856668	10.0483816017	10.2729000515	9.8667079934	0.0	0.0	4.8187968904	10.0062348162	9.9083510562	3.7348280256	9.7876200221	0.0	0.0	3.3056144944	10.0654962302	10.1225071578
E1169_24	3.9630511419	10.9228975252	2.4974954792	0.0	0.0	0.0	3.1220803754	0.0	11.0233950383	0.0	0.0	0.0	0.0	0.0	0.0	11.3247141036	0.0	11.7267289872	0.0
E549_767	0.0	0.0	10.4789568963	4.9073212287	0.0	0.0	0.0	10.4599706533	10.7456459769	10.8354901509	1.1528674872	3.9607289174	10.5006597184	0.0	0.0	0.0	0.0	11.0582705504	0.0
E397_704	0.0	0.0	10.4569671983	0.0	0.0	0.0	0.0	10.4225605829	10.0419056123	10.7014527808	0.0	0.0	10.4375874111	3.0265450332	1.4496133262	0.0	10.5810880022	10.6265637522	1.0313478326
E471_554	9.9692088381	0.0	0.0	10.0430129913	10.3613477626	10.1774239334	9.4842829263	0.0	0.0	0.0	10.494549169	9.6169250563	3.8542990654	10.4274686693	10.1591548547	0.0	0.0	0.0	0.0
E262_603	10.3878065234	4.8363629682	0.0	9.8868620425	0.0	10.3178133967	10.0038924883	0.0	10.6260391795	0.0	0.0	10.3750970968	0.0	10.1527574046	10.3922676187	0.0	0.0	0.0	0.0
E553_793	10.1534747649	2.0492871354	0.0	9.7903856903	10.0651036521	10.0375885684	10.3170523459	5.2533508656	10.2190776678	4.0268054813	0.0	10.3031835068	0.0	9.9608431769	10.0751620567	0.0	0.2995113403	0.0	0.0
E767_756	0.0	0.0	10.8427357314	0.0	0.0	4.6969924231	0.0	10.6574534229	10.0968004936	10.8129046695	0.0	0.0	10.6210417733	0.0	3.5251137362	0.0	10.9491198525	0.0	6.2096179596
E1189_140	0.0	10.8153031461	1.6860356132	0.0	0.0	0.0	1.1963361344	5.2386904487	11.0412315897	0.0	0.0	0.0	0.0	4.2861324384	11.2870208021	6.3360560595	10.9145482498	10.5775617115	0.0
E673_437	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5338064062	0.0	11.2626607056	0.0	0.0	0.0	11.8130884614	0.0	7.8334845704	0.0	0.0	11.8611733708
E1204_788	9.8087264367	0.0	0.6598730977	10.0827397957	9.9831398219	10.0190271718	9.971112096	2.1173667531	0.0	4.1334738281	10.0729759865	9.8842027977	0.0	9.9280680071	9.9962790357	0.0	0.0	9.8721025911	0.0
E1238_95	0.0	11.0482934747	0.0	0.0	0.0	0.0	0.0	0.8100124767	11.2179972536	0.0	10.8695960285	5.0626185422	0.0	0.0	0.0	10.7166290231	0.0	10.9055864517	0.0
E1885_64	0.0	11.9996775293	0.0	0.0	0.0	0.0	6.3760819747	0.0	0.0	0.0	12.0807112432	0.7809113983	0.0	4.0508620322	0.0	10.5293155718	0.0	0.0	0.0
E441_330	0.0	0.0	0.0	0.0	10.446774421	0.0	3.6639431735	5.5548742026	0.0	11.9922609988	4.7303754147	1.660589423	0.0	0.0	0.0	0.0	0.0	0.0	12.1188829633
E198_256	1.8078021978	0.0	0.0	0.0	0.0	11.0743583277	0.0	5.3802574327	0.0	11.2207010215	7.6367874901	0.0	10.5521912622	0.0	0.0	0.0	10.4864966222	11.157853538	0.0
E580_426	0.0	0.0	0.0	4.0770021192	10.773024491	0.0	0.0	2.7188275156	10.7793151401	11.2146936542	0.0	0.0	0.0	10.9116830604	0.0	5.4965023338	0.0	0.0	11.0559739891
E1834_415	10.0000293887	0.0	0.0	10.0627528431	0.0	10.7993995434	10.3806811824	6.6921900928	0.0	0.0	10.8432127696	9.9900909294	0.0	0.0	10.8419651601	0.0	2.8279707204	0.0	0.0
E776_641	10.1422644778	0.0	0.0	9.9414859374	10.2356218645	10.0816857764	9.9606990836	0.0	0.0	0.0	10.0702539694	9.7474345202	0.0	10.1919756094	0.0	0.0	0.0	0.0	10.5559144249
E1847_617	2.3389539432	0.0	11.1372918514	0.0	0.0	4.212708851	0.0	11.1248404672	0.0	10.6889084328	0.0	0.0	10.8261637171	0.0	3.3396560165	0.0	10.9818699426	0.0	0.0
E615_778	9.6338231379	0.0	5.9539081986	9.5031472843	10.001386268	9.637044785	9.933110996	0.0	0.0	0.0	9.5254788829	10.2660110519	2.449841662	10.0385586682	9.8251204636	2.819687321	0.0	9.7095002828	9.7417260168
E228_16	0.0	11.1290098039	0.0	0.0	0.0	0.0	0.0	2.0931159482	11.2842835566	0.0	11.2120230006	0.0	0.0	0.0	0.0	11.4992831629	0.0	0.0	0.0
E1570_80	2.623738567	11.4377745667	0.0	0.0	0.0	0.0	0.0	5.0424333006	11.2353637075	0.0	0.0	3.8671521927	3.8891370346	0.0	7.521190882	9.8044004755	10.4521384338	0.0	11.1533945698
E701_480	9.7219880382	2.5039327703	2.7647824311	9.6154037064	9.6969439396	9.5959146152	9.6241559507	0.0	10.0067965139	6.732047186	10.2061132643	9.434825172	0.0	9.6147211579	9.8216225444	0.0	0.0	10.3244486946	0.0
E768_628	0.0	0.1707834061	10.5830425993	0.0	0.0	0.0	0.0	10.6889465132	0.0	10.4104335222	6.3580663521	0.0	10.683524877	0.0	0.0	0.0	10.7187831622	10.9993365435	1.6567441968
E1203_197	0.0	7.0267797714	11.0811199992	0.0	0.0	0.0	7.2928607696	0.0	0.0	10.7620934697	0.0	0.0	11.0294534089	0.0	10.2096605299	0.0	10.4322853716	0.0	10.1818000304
E171_71	0.0	11.3824494058	0.0	0.0	0.0	0.0	0.0	3.4232979165	0.0	0.0	0.0	0.0	0.0	0.0	3.981855162	11.3976625767	10.5113047299	11.6221758443	0.0
E194_357	1.3384760178	0.0	0.0	0.0	10.2511851364	0.0	0.0	1.6459847856	10.4078892544	10.4258852764	10.2296415661	4.4858478165	0.417133342	10.1523644985	10.4080718988	2.7251343489	0.0	10.0106356635	10.3386627514
E775_631	0.0	0.0	10.7710047712	1.8539622846	0.0	2.7763275343	0.0	10.5014793322	10.2683304027	10.4360285389	0.0	0.0	10.3630342896	0.0	0.0	0.789362997	10.627128864	10.2962169407	4.762771465
E1840_791	0.0	4.3544671377	10.5415512892	2.7081211407	0.0	7.0295090946	0.0	10.3006467278	0.0	10.7183196255	0.0	6.0403082152	10.6327289227	4.7783987923	0.0	5.6196546425	10.7869849625	10.9075503695	0.0
E561_118	0.0	10.5721915351	0.0	2.8005225034	3.8002477144	0.0	0.0	7.3651786071	0.0	9.2145016977	10.9243923432	0.0	0.0	0.0	0.0	7.7893689938	10.8002572645	10.8760495619	10.8768538841
E926_548	0.0	0.0	11.1743229623	0.0	0.0	0.0	0.0	10.6324513046	0.0	10.8061574478	0.0	0.0	11.193270834	5.3979941669	2.4943443321	3.6460250218	10.9047437973	0.0	0.0
E969_237	7.1326877678	5.1085216292	11.1581222718	6.4508583234	0.0	0.0	0.0	0.0	0.0	10.9905075349	0.0	0.0	11.3123823363	0.0	0.0	0.0	0.0	0.0	11.4927427008
E110_797	9.3646780697	2.9143333906	3.9181652382	9.8212887714	9.8490834326	9.6583290495	10.1011299867	2.8355262015	10.3139432023	0.0	9.7008573861	9.3963518396	4.7160398321	9.9129733445	9.7302858987	0.0	0.0	9.9274182338	0.0
E662_138	0.0	10.5150448712	0.0	0.0	0.0	0.6505965112	0.0	0.0	11.0748112175	0.0	10.9520030958	0.0	1.7291078951	3.8978861547	9.4620390288	0.0	0.0	10.9258163716	10.7625969772
E1474_234	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.7585837792	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.4592744607	11.9434324834	0.0
E590_34	4.754951476	12.0875211589	1.9298307834	0.0	0.0	3.1903371792	0.0	0.0	0.0	0.0	0.0	0.0	6.6865850849	0.0	0.0	12.4280666032	0.0	0.0	0.0
E666_602	9.5791459148	0.0	0.0	10.2198948524	9.9951214255	0.0	9.9497834899	0.0	0.0	4.9186272267	10.0898965724	10.1141351324	3.774987081	9.7029715743	9.8861428777	3.1757348213	0.0	10.035431773	9.9153601511
E640_50	0.0	11.1023390289	0.0	2.0534948889	0.0	0.0	0.0	3.8228856012	11.5963960182	0.0	0.0	0.0	4.3345756371	0.0	0.0	10.9847658947	0.0	0.0	11.3701626315
E467_107	1.4503582215	11.4069129288	5.359001258	0.0	0.0	0.0	0.0	5.4980619007	0.0	0.0	12.117815761	0.0	6.8512179281	6.0477838041	0.0	11.3317876407	0.0	0.0	0.0
E1849_535	9.6163842215	1.863541942	2.3138124375	9.9276420494	9.559105321	9.6706629618	9.5032168218	0.0	9.7963570968	0.0	9.6722007129	9.4736532972	0.0	9.5235013107	9.7948169459	2.7308007298	0.0	10.1414847078	9.6001088415
E288_559	0.0	0.0	10.820861429	0.0	0.0	0.0	0.6556015039	10.5674387155	10.8709930593	9.9817337599	0.0	0.0	10.6278726178	0.0	0.0	4.8206065262	11.0937816566	0.0	0.0
E1208_87	4.1888966698	10.8130914713	0.0	2.8964782513	3.5262471542	3.1181732544	0.0	0.0	0.0	10.2851549433	10.768331465	4.2856177007	3.9926519417	0.0	3.6489524878	10.1492883865	0.0	10.7664860615	11.1360008336
E285_667	9.9918602165	0.0	0.0	9.574241775	9.3490369727	10.2232672032	10.0919533681	0.0	0.0	0.0	9.9060408776	9.7055421363	0.0	9.7584161137	9.8776298888	6.0096889009	0.0	9.0890498807	10.0798456879
E822_495	9.6214194846	0.0	0.0	9.3421049735	9.5214579077	9.7687046125	9.491992578	0.0	9.7491399206	2.2220822938	9.8542320466	9.7334747761	0.0	9.7102447598	10.070469152	0.0	0.5706767879	9.8074649374	9.6392324647
E1191_299	4.7342593966	0.0	4.1685798666	3.1927923548	10.4446906328	10.5867579988	4.0252217813	0.3268378188	0.0	10.5665175139	9.0331638674	5.4259821516	0.0	0.0	10.6217871584	3.2140001772	0.0	10.7634988177	10.6478185871
E829_28	0.0	10.7925872561	4.8764268828	0.0	0.0	0.0	4.8606003865	5.8363821141	11.8037999442	0.0	11.2137762287	0.0	4.5121494642	0.0	0.0	11.067152881	0.0	0.0	0.0
E1773_424	0.0	0.0	0.0	7.3177636146	10.8506377274	10.9997282219	0.0	0.0	0.0	0.0	10.191013417	0.0	0.0	0.0	11.3745651636	0.0	0.0	11.0554044803	0.0
E1521_409	2.9775471545	0.0	11.2924191784	0.0	0.0	0.0	0.0	10.851453743	10.8748970692	11.0921149804	0.0	0.0	10.6263899708	0.0	0.7378290413	0.0	0.0	0.0	0.0
E1759_113	0.0	10.7994404724	0.0	0.0	0.0	0.0	6.5784389868	0.0	0.0	8.9764469522	0.0	0.0	0.0	0.0	8.8042936178	7.9901874933	11.888171434	11.6136584305	0.0
E711_169	0.0	7.9793589318	0.0	7.0356122031	10.1137494782	9.9798115482	0.0	0.0	0.0	10.78081395	10.6976371705	0.0	0.0	9.7830317889	0.0	5.1419332831	10.6774182706	0.0	10.5836187649
E1577_72	4.4073368559	11.3505269619	0.0	0.0	3.5609719836	0.0	0.0	0.0	0.0	0.0	11.0254899391	0.0	0.0	3.4654428526	0.0	10.0420838567	0.0	11.0293916389	11.0523714954
E1556_278	0.0	0.0	11.200388076	6.1272198324	0.0	0.0	0.0	11.2389672532	0.0	11.2035104373	0.0	0.0	0.0	0.0	0.0	0.0	11.4376760519	0.0	5.0819944732
E1240_377	7.3431204487	0.0	0.0	8.1091247621	10.4222246541	10.431560742	7.3799719474	0.0	0.0	9.5171083817	9.8041321457	6.9600729077	3.1573814053	10.3153830346	10.446287059	4.7995481102	0.0	9.9282821843	10.2573491322
E910_596	3.4201147175	0.0	10.8928775081	0.0	0.0	3.8319295953	6.4468470322	10.7536794075	11.0816944909	0.0	0.0	0.0	11.0414778377	0.0	0.0	0.0	10.9605614512	0.0	0.0
E200_237	0.0	1.6565942361	0.0	0.0	10.8000457656	0.0	0.0	10.4938681274	0.0	0.0	0.0	3.5268629449	11.7330082559	0.0	0.0	0.0	11.7152674213	0.0	0.0
E780_72	5.7316868426	11.4250049196	0.0	0.0	5.2993029109	2.7016762578	2.2941099844	0.0	0.0	0.0	11.3937248741	0.0	0.0	0.0	0.0	10.9363322799	0.0	11.2901729698	0.0
E531_433	0.0	0.0	0.0	0.0	10.5170249365	10.7374769592	0.0	0.0	0.0	10.5149009759	0.0	0.0	0.0	0.0	11.0153411293	0.0	0.0	10.7882563165	10.5810743247
E1760_745	9.4836076544	4.4307278874	0.0	9.7523426472	10.1500732282	9.8538141479	9.9855727618	1.8796669226	9.8982976548	0.0	10.0441881204	9.7648873333	1.4409608039	9.5049491254	9.9429691698	0.0	0.0	0.0	9.5337964669
E725_693	9.9093929886	0.0	0.0	10.0206104081	0.0	10.1679456268	9.7989878704	0.0	0.0	7.5332465523	9.765255688	10.3862404157	1.01210836	10.0485385142	10.189167484	0.0	4.042295271	0.0	10.3788798641
E300_171	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.7375617157	10.7904660624	5.3536816554	6.3807235072	8.8352451167	10.6201265147	0.0	10.7372893471	10.33898435	10.4234840046
E835_21	0.0	11.6353947909	0.0	0.0	0.0	2.9429899716	0.0	0.0	11.4813941738	0.0	0.0	7.9235463701	0.7806045838	0.0	3.5769717127	11.854240335	0.0	0.0	0.0
E1517_169	0.0	10.4132555946	0.0	0.0	0.0	0.0	2.0563990639	0.0	10.7716649973	10.3965840168	9.8018806046	0.0	0.0	0.0	0.0	8.4052048657	10.1668332356	10.6600116264	10.5941624709
E376_304	0.0	0.0	0.0	0.0	10.9145943062	10.8219055592	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.7867227844	0.0	10.3611434155	10.4776253316	10.7796057183
E132_308	0.0	0.0	0.0	0.0	11.1627953539	11.4752135013	0.0	0.0	0.0	11.1555079668	5.2388240523	0.0	0.0	0.0	11.3040288465	4.255349267	0.0	0.0	0.0
E903_704	1.4743970948	6.8963573423	10.6369375117	0.0	0.0	3.2720500426	0.0	10.8196775817	10.8798842781	0.0	0.0	0.0	11.312724678	3.8380969034	0.0	0.0	10.833982107	0.0	7.7205531711
E1989_202	0.0	0.0	0.0	1.338455301	0.0	8.1088190704	4.4485931833	0.0	11.060992486	10.9090390207	10.8920728606	0.0	0.0	0.0	0.0	0.0	10.8360408639	10.9068231196	0.0
E316_109	0.0	10.9054778891	0.0	0.0	0.0	0.0	3.6861788669	0.0	10.9539058952	0.0	0.0	0.0	2.8835024649	0.0	0.0	8.1485222795	10.8137601017	11.0276078971	10.9029220154
E1051_360	0.0	7.2886997956	10.4494488338	0.0	0.0	5.5032135955	0.0	9.1727925633	11.0462687802	10.925598518	0.0	0.0	0.0	0.0	0.0	0.0	11.0321450058	10.7115815039	0.0
E692_579	2.3729028858	0.9742395603	10.7629624697	2.4069626065	4.9775431822	0.0	0.0	10.7856712987	10.7100802111	10.6484734285	0.0	0.0	10.6264855662	5.017349043	0.2858891218	5.1576665496	10.5846257642	0.0	0.0
E993_581	9.6209432621	4.3558023255	0.0	9.031183886	10.6336441284	10.2225976046	10.3259051561	4.4217160542	0.0	0.0	9.9163867844	8.6076512364	4.6445192203	10.5304490717	10.6783166616	6.5586671616	0.0	0.0	0.0
E28_735	10.8211531055	0.0	0.0	10.4189529305	10.9810438352	10.6305244106	10.6462948477	0.0	0.0	0.0	0.0	10.5751014421	6.5420591241	0.0	0.0	0.0	0.8112837954	0.0	0.0
E193_562	3.1859916948	4.9863592367	9.9851251784	0.0	5.6441933533	3.7133880169	3.8071711749	10.8406439381	10.4606692914	10.3558397696	0.0	0.0	10.4121976298	0.5761245937	0.0	4.9400692299	10.709522576	10.2989201847	0.0
E1899_772	10.0969450168	0.0	0.0	9.7438695329	10.2500528637	9.8496165538	10.2330306494	0.0	9.8804941888	0.0	10.0206892319	9.9264267668	0.0	0.0	9.8143370906	0.0	0.0	9.7459123794	0.0
E923_115	0.0	11.3101574428	0.0	4.5739929729	0.0	0.0	0.0	0.0	11.3560031368	0.0	0.0	5.9139622217	0.0	1.7782078069	10.623351475	8.3474480565	0.0	0.0	11.4802564646
E1070_395	3.0617915807	6.0949338682	0.0	0.0	10.6201589628	10.7039146781	4.1757067306	0.0	0.0	0.0	10.6732791471	0.0	0.0	9.957859386	10.9081638042	0.0	0.0	0.0	11.051953136
E70_696	0.0	0.0	10.8259765989	4.9225967971	2.9471705194	2.0415809152	0.0	10.8852015524	0.0	10.8750801394	0.0	4.5722421967	11.1532635303	2.0114263165	0.0	0.0	11.0207831706	0.0	0.0
E1485_756	5.3134482393	0.0	11.0923148061	0.0	0.0	0.0	0.0	10.8175959629	0.0	0.0	0.0	0.0	10.9243694564	0.0	0.0	0.0	10.8921909023	11.0594787467	0.0
E837_484	1.745828158	0.0	10.4906343005	5.5121437101	0.0	0.0	0.0	10.9303430528	0.0	11.1716699445	0.0	0.0	11.0874772076	0.0	1.0823665926	0.0	11.025022295	0.0	0.0
E1471_559	6.4212654712	0.0	10.3451313	0.0	0.0	0.0	0.0	10.6265042396	9.8090196895	10.9901036114	0.0	2.4356889262	10.3937551944	3.8581240665	0.0	0.0	10.6842591098	10.1032861611	0.9613004591
E1391_350	4.07085392	0.0	10.9031339091	0.0	0.0	0.0	0.0	10.7283535637	11.0289785134	11.1497391946	0.0	0.0	10.9611298081	0.0	0.0	0.0	0.0	0.0	4.559501004
E1817_736	9.9184963293	0.0	3.4445591378	9.9927678453	10.0147120357	9.9473264047	10.1823302201	0.0	10.143200765	0.0	0.0	10.4969034943	0.0	10.0878150227	10.1855883199	0.0	0.0	0.0	0.0
E108_534	0.0	0.0	10.4284602348	3.6364238662	0.0	0.0	0.0	10.4522772766	0.0	10.9571555251	0.0	0.0	10.5078870657	2.8893128378	2.3327174199	0.0	10.7108118629	11.0257027271	0.0
E1842_660	9.9162434073	3.3532304775	0.0	9.9532683285	0.0	10.3731290805	9.6238949278	3.99279556	9.5927961086	0.0	9.7388974581	9.6577689957	0.0	9.5256539696	9.8791185909	0.0	0.0	9.658299186	9.9553304937
E812_63	0.0	11.1088452669	0.0	0.0	0.0	0.0	0.0	1.3065663068	11.3274633136	4.5874829865	11.3392002591	1.2864378231	0.0	0.0	0.0	11.3309962226	5.0763350029	0.0	0.0
E1813_363	0.0	3.8577502984	10.5893823169	0.0	0.0	0.0	4.2596138306	10.6800357917	0.0	11.4325026137	2.1294147986	0.0	11.1636310567	0.0	0.0	0.0	10.7571671035	0.0	0.0
E1246_86	0.0	11.3817327342	2.0896990874	0.0	6.041292935	0.0	0.0	0.0	0.0	10.5993456942	0.0	0.0	0.0	0.0	0.0	10.0392730843	10.8305677722	11.4736142076	0.0
E1020_681	9.640241457	0.0	0.0	9.6479520688	9.7635634422	9.7386873468	9.6896471179	4.5424477445	10.1628052629	0.0	9.4647096047	9.7005986525	3.3586543091	10.1053332272	0.0	0.0	0.0	10.135255113	9.8432871142
E374_96	4.6153323869	12.7903187948	0.0	3.7847082251	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.4927811907	0.0	0.0	0.0
E1999_549	3.3193401219	4.4784865004	10.6535650489	6.1249035198	0.0	0.0	0.0	10.1371242265	10.8828123167	10.8900681246	0.0	0.0	10.682059087	0.0	0.0	0.0	10.7658099595	0.0	0.0
E2_125	0.0	12.1798387303	0.0	0.0	0.0	0.0	1.5136288084	0.0	0.0	0.0	12.3053794757	0.0	0.0	0.0	0.0	8.2276885342	0.0	0.0	0.0
E851_615	0.0	1.8662593227	10.247670417	0.0	0.0	0.0	0.0	10.8206902269	0.0	10.9529037676	0.0	0.0	10.8734716316	0.0	0.0	0.0	10.8209418862	10.3572380917	0.0
E1921_255	0.0	0.0	10.5693655096	0.0	0.8405831577	0.0	0.0	7.4921854034	10.8985139793	10.7705702137	6.8673313405	0.0	10.5539177094	0.0	0.0	0.0	10.6495446227	0.0	10.4772900113
E1805_607	9.9153517716	3.752335889	0.0	9.9990492809	0.0	10.6686316305	10.2625317574	0.0	0.0	0.0	10.0887648391	9.9101472318	0.0	10.5317476746	10.6585734528	0.0	1.8206957233	0.0	0.0
E1321_151	0.0	11.3361793175	0.0	5.3705675229	6.0366781547	0.0	3.2516287459	4.2652339589	0.0	11.6790643201	0.0	0.0	0.0	2.0374060367	0.0	8.8964982319	11.7846751652	0.0	0.0
E1827_164	0.0	10.7312439511	8.5827667821	0.0	8.4259975554	0.0	0.0	4.9031265459	11.3389226587	0.0	0.0	3.6372625824	0.0	0.0	0.0	0.0	11.1633253236	0.0	11.3742530041
E1878_711	10.0723052467	0.0	1.5115348783	9.5652782886	10.1692811046	0.0	10.4782661116	0.0	10.1110839857	2.9893133125	10.4869188253	10.4863585587	0.0	10.6541245892	0.0	0.0	0.0	0.0	0.0
E1454_693	10.4452618536	2.4616770467	4.1203017728	10.4859892038	10.0701935683	10.1041052198	10.3656611694	0.0	0.0	0.0	9.9901829479	10.2995489193	4.4512747161	10.4077171225	0.0	2.9958646979	0.0	0.0	0.0
E351_343	0.3230590777	0.0	0.0	0.0	11.241871871	11.193264445	0.0	4.5209162143	10.8981716739	0.0	0.0	0.0	0.0	10.5125603088	10.8534284252	0.0	0.0	0.0	0.0
E1275_493	7.7593889712	0.0	0.0	8.1367014223	10.6868030596	10.3102157445	8.0857681716	3.5165907912	0.0	9.7756745417	10.5376983618	8.122044034	0.0	10.2205663119	0.0	0.0	0.0	10.5284847358	9.9671415519
E1444_614	9.8529127741	2.2375987596	2.7088497542	10.1242645669	10.1658594152	9.8628670836	9.8293541783	0.0	0.0	0.0	0.0	9.8016638997	0.0	9.7129070667	9.9556283565	0.0	0.0	10.2336140851	10.0245044462
E54_327	4.1562937716	0.0	10.765826904	0.0	0.0	0.0	0.0	10.9552652927	0.0	11.0733168803	0.0	0.0	10.6668155993	3.7972548739	0.0	4.9361947733	11.2518336361	0.0	0.0
E1765_228	5.6504812115	0.0	0.0	0.0	10.6345834121	0.0	0.0	0.0	0.0	10.839631955	0.0	0.0	10.6488045695	7.7789127641	0.0	0.0	11.2271736701	0.0	11.1749802404
E1631_533	9.7890996078	0.0	0.0	9.7906798411	0.0	10.1312557817	9.6054210982	0.0	9.9659929171	0.0	10.0886397995	10.0345291829	0.0	9.8370290567	10.0931260035	5.0630426845	0.0	10.182265903	0.0
E1262_652	0.0	0.0	11.2314044767	0.0	4.1075125792	2.6005486969	5.3603512088	10.5724101497	10.7351424514	0.0	0.0	0.0	11.0240525601	3.9242206582	0.0	0.0	11.1134133984	0.0	0.0
E5_558	0.0	0.0	11.090847158	3.4260303443	1.4774227917	0.0	0.0	10.9347182576	0.0	10.9330433616	0.0	0.0	10.9452078876	0.0	0.0	7.2534961033	10.7948829309	0.0	0.0
E230_596	10.2747893717	0.0	0.0	10.2974340176	9.9412833042	0.0	10.145329358	0.0	9.9674065197	0.0	0.0	9.7464975927	0.0	10.0333620473	10.1346786217	3.9663058712	2.9696861262	10.3904659365	0.0
E67_665	9.7875423749	0.0	0.0	9.8120814944	10.2192871751	10.0625225572	9.8526610476	0.0	0.0	4.5678060575	10.311100946	9.7661111025	3.5007355854	10.1663317823	9.5604702144	6.7232786031	0.0	0.0	9.7451126814
E1848_433	0.0	0.0	11.1205457841	6.4445194508	0.0	0.0	1.9784008055	10.0992944178	10.762193913	0.0	5.7347342243	0.0	10.4381876201	0.0	0.0	2.426258589	10.5173366395	10.9270739998	0.0
E847_113	5.8175591362	10.9969271449	0.0	0.0	0.0	0.0	0.0	0.0	11.3287511334	11.0239104098	0.0	0.0	1.9840777468	0.0	0.0	8.2443671006	9.9293846338	10.9449366141	0.0
E584_677	9.9229744478	0.0	3.7338309602	10.0927066168	0.0	10.0102157554	9.9325289058	3.0187009337	10.0590593219	0.0	9.8802838161	9.844767508	2.1529561855	9.9544999638	9.9478215976	0.0	0.0	0.0	9.9762905269
E898_296	2.4677535762	5.3352883161	10.7174814181	5.2509925616	0.0	0.0	0.0	10.7207973589	0.0	11.0055291355	0.0	0.0	0.0	0.0	0.0	0.0	11.191976309	11.074974462	0.0
E1340_206	1.9803604249	0.0	7.627415321	2.40905821	9.8721183372	0.0	3.0745736983	0.0	10.6120236339	10.6627143019	0.0	0.0	0.0	0.0	10.5594838559	0.0	10.9311716192	11.109577403	0.0
E1049_749	9.7912569254	0.0	0.0	9.5505174284	9.6233511883	9.7312741748	9.5841137728	0.0	9.616392778	3.3341930336	9.7924073202	10.0133049276	0.0	9.5905840589	9.614446378	0.0	1.5227418292	10.029840616	9.3519279531
E1605_292	0.0	0.0	11.6964784564	0.0	0.0	5.3337107622	0.0	9.6360358916	0.0	0.0	0.0	0.8366332312	11.5677303627	0.0	2.58843458	0.0	11.4557364584	0.0	0.0
E887_193	0.0	8.8255723698	10.3142756407	0.0	0.0	7.4285987774	0.0	0.0	0.0	0.0	0.0	1.2763124972	10.8527822296	0.0	0.0	4.2108138716	11.0197365812	10.7938996006	11.2215641922
E1336_657	10.2015266888	0.0	0.0	10.0934836615	10.2760921134	9.9702108274	9.7895608723	6.0683911743	0.0	0.0	9.9921471905	9.6061834654	0.0	9.7180508192	9.7244356998	0.0	0.0	0.0	10.0495412846
E481_664	10.1678987648	0.0	0.0	9.6820572312	9.9636991229	10.1964529909	10.0246323303	0.0	0.0	0.0	10.2736268218	10.3374192159	0.0	10.1200123803	10.2030903345	0.3715083974	0.0	0.0	0.0
E1841_521	0.0	0.0	10.5304040356	0.0	5.1655890248	0.0	4.83166262	10.0747961595	10.7231283517	10.2986446345	0.0	0.0	10.7831983259	0.0	0.0	4.878798263	10.5494819485	10.1647938158	0.0
E818_587	6.3446645346	0.0	11.3127538197	0.0	0.0	0.0	0.0	10.6023013125	0.0	11.1367484365	0.0	0.0	10.9389546565	0.0	0.0	2.1372248423	10.643035078	0.0	3.3399130578
E499_752	2.8407856678	4.6711017862	10.6007564687	0.0	0.0	0.0	0.0	11.0679607038	11.2153149847	0.0	0.0	5.8345545049	10.8031489679	0.0	0.0	0.0	11.0043459182	0.0	0.0
E681_227	0.0	4.3899755311	8.2537802497	1.7043756453	10.4824707502	10.7455140615	3.6367141247	8.3761454613	0.0	0.0	0.0	0.0	11.0033063583	0.0	10.1318470557	5.5116988944	10.542275124	10.530249721	0.0
E836_119	0.0	10.8126028892	0.0	0.0	0.0	0.0	4.3260949236	0.0	11.6892142958	0.0	10.9975087811	0.0	0.0	0.0	9.7630349421	8.8025041833	10.5758700671	0.0	0.0
E804_156	0.0	10.6605626258	2.8153423263	0.2152454821	0.0	0.0	0.0	0.0	0.0	11.4846469327	11.301978067	5.5539127334	0.0	6.0149006684	11.4649756169	5.7329825175	0.0	0.0	0.0
E1536_644	0.0	3.9821127198	11.0050293128	0.0	0.0	0.0	3.4526813422	10.8438276031	0.0	10.8753839157	0.0	3.3671739802	10.8453505367	2.1636273886	0.0	0.0	0.0	11.198478357	2.8106923891
E1306_184	0.0	11.2314421744	0.0	0.0	0.0	0.0	0.0	6.6600341704	0.0	0.0	0.0	0.0	0.0	0.0	11.0414941388	6.0633084255	11.2017076955	11.5365161128	0.0
