DMRT1,FGF9,RSPO1,DHH,CTNNB1,PGD2,WT1mKTS,SRY,DKK1,WNT4,CBX2,AMH,NR0B1,NR5A1,WT1pKTS,FOXL2,UGR,SOX9,GATA4,Time,Experiment
9.379797839,9.636059066,4.3011601099,8.8793997545,1.2138231708,9.774939316,9.8947106628,9.5835719044,10.0608003432,1.9001060621,2.0093348539,9.7391329089,0.1203410932,9.7218285061,9.7322233158,3.8701454111,2.0951831588,10.1477067574,9.4285150046,156.737587122747,1
6.6394443914,3.7659769799,4.0157022829,3.9807822349,3.374794706,4.3461291527,10.9117139341,4.9954374708,4.0419795409,3.887947052,10.059578308,3.4558059006,4.689115653,10.5426038661,10.8688943428,4.1006375252,10.6308446456,5.4635533684,10.7656272433,12.5358421090149,1
2.011589008,2.2835892788,4.3666732989,4.2250450761,3.0395037088,1.2035518386,10.7208105588,2.1243772696,6.1101785025,8.6668535092,10.5582190907,4.7354130566,3.5753709601,10.9974344267,10.6329451763,1.166299574,8.9932716976,6.6249756012,10.9683052925,11.2923558331186,1
9.7999691302,9.9194237752,2.0288723219,9.7670919336,3.9858484193,9.4764920977,9.6561122085,9.6000697458,9.521153726,0.4149970925,4.4024397432,9.942064336,0.203250727,9.8617776436,9.2334548941,4.6997875477,3.0869982099,9.5812040962,9.8100711281,150.954680176242,1
2.0299853603,3.8829523814,1.5042832887,5.3204163533,2.5903822238,3.9001797267,10.3474097948,1.0705612689,1.5798549209,4.7516816115,10.88678741,1.7982206457,6.8211431484,10.821630328,10.7716822691,3.8666570859,9.9527541991,5.4417483286,10.9545436474,3.62967726753765,1
10.0551125368,7.4259472893,3.0808935766,6.9402079913,2.1780650459,7.3246104201,9.8040813384,9.9797716147,10.0253667359,2.8529934641,3.6803269704,6.9812406269,9.9854000289,10.260399823,9.7546578666,0.6893112788,1.2721644775,10.2824463955,10.024065382,116.823399707269,1
2.0638410579,5.1081384606,5.2188665508,4.1610096816,5.4100917687,5.630708182,10.7017529291,4.3395597841,5.8418806052,11.053570871,1.4697174532,1.5360224033,9.8076853333,10.9184399086,10.4980497861,7.2120155906,2.3927517089,2.7876503608,10.5704348662,44.2055166852299,1
9.5548989932,2.4112421414,9.680840192,6.9569619069,8.3052223417,0.5150715161,9.8362637862,10.0487936141,9.7024506216,10.0511990175,7.4537943816,1.099628139,9.7350730453,9.7826067306,9.9574829879,3.883091788,5.6302489934,5.4213695414,10.1285289524,79.8849877708445,1
5.83749823,4.4600957392,5.4203437509,3.9770329926,1.004555922,0.9054329074,10.2815024605,2.8429221513,3.1112475801,7.2843693714,11.0052546683,2.1588539397,6.6316257493,10.4793144447,10.2508749624,5.010559205,10.6193681865,4.9507142268,10.9799036934,0.734863532077739,1
9.865347679,8.2435010891,3.862600702,6.9462800994,3.5983400718,7.8271370281,9.9425496817,10.1565960755,10.0311411802,2.037309533,3.9836261507,8.0372320083,9.3973400745,10.0753592352,9.8460785865,4.598869002,1.6170495179,10.1283662879,10.1440209288,118.984923167258,1
3.7633037659,1.8572363143,0.3409262769,2.1142410295,3.2741332761,2.5498365826,10.7871022298,6.7464809605,4.1855954833,10.5733464475,10.0963129712,3.5524292858,10.1248119334,10.5140743567,10.4079109679,4.5486011015,4.5077701831,3.7645123986,10.5124834122,43.6062306390525,1
9.7315297417,9.7207322818,3.6127194921,10.0120112978,3.0746985782,9.585622869,9.6166058674,9.7002555281,9.3083182981,4.1146126393,5.9012472146,9.1252197452,4.2453592845,9.6118378756,9.8685993799,2.7432623584,4.4453181487,10.0221736701,9.6661992301,153.700755558907,1
1.2770500759,4.2840000755,7.8628633474,1.729580159,7.639133928,5.2884082337,9.8346553782,10.3915235128,5.5996959905,10.4853034355,9.5389149535,1.8836105151,10.7314288732,9.9334678475,10.0274178396,2.4480498293,0.6976548794,2.5952034933,10.346410426,54.5888409948713,1
3.400578846,2.8485891501,3.3742687568,2.2606717805,3.3909163902,2.4397426738,10.4213683705,6.1985665169,5.2598990604,10.0952701073,10.4607164179,4.9915921236,10.0677589291,10.4172572732,10.5462628172,3.0055530978,9.4544453219,2.4694027031,10.3453244187,39.3298955330891,1
9.6823562982,9.6209061298,1.2907018331,9.632190334,1.7562278712,9.8034029009,9.2079345632,9.6989892069,10.1426170361,1.022610618,1.5886074503,9.5840206899,6.5024463123,9.5952867478,9.3067200505,3.4812316321,0.5568354028,10.114598909,9.5939799152,145.548625375269,1
9.7960337987,9.7829149928,0.8264016944,9.1791001051,3.5891636981,9.8852654008,9.9000324101,8.8251654189,10.0803244314,1.9132307979,4.2588836408,9.6880366666,3.4758661415,9.8803182427,9.3627207903,2.3898798968,2.2777592076,10.0999259351,9.3463628388,157.722630046958,1
6.4219934744,6.4219934744,6.4219934744,6.4219934744,6.4219934744,6.4219934744,6.4219934744,6.4219934744,6.4219934744,6.4219934744,6.4219934744,6.4219934744,6.4219934744,6.4219934744,6.4219934744,6.4219934744,13.0490957479,6.4219934744,6.4219934744,0.0,1
9.7311085184,9.7336189514,4.8665949396,9.7865167253,1.8832707351,9.7331623605,10.0257722359,9.3535214476,9.8706824208,0.7873364199,0.5418235873,9.3141060201,2.9220424202,9.5390881129,9.7975901492,3.2933866627,0.8118648366,9.769010527,9.555653548,149.028915041353,1
2.6016954682,0.9280709066,6.2971468561,3.9466225361,3.3145351902,2.5183574634,10.4502957075,4.5468806572,4.7404206427,2.3039173678,10.7291369542,5.4389506921,2.8482976658,10.6650588665,10.4550845364,4.0627833095,10.7290286683,4.2076419051,10.921232233,19.0077076206035,1
9.1324992916,4.2434385529,10.0932959463,2.3236715621,9.2202118793,5.0177334974,10.023200202,9.3556755015,9.4327661774,10.3514914347,6.0967236196,3.4593895125,10.4993034888,6.6045836505,10.3366255807,3.7865090134,1.7332691841,4.6534631922,10.049314655,74.146630286511,1
9.6922665745,2.8045075907,2.94502043,2.694770999,1.4205112346,2.8591814669,9.8462208631,10.3394904109,10.4811836001,8.223980061,5.3374418094,4.5059988113,10.2488388937,9.6872192458,10.1108291013,3.2748281509,1.8428352038,9.7425947002,10.1498027592,110.267309426557,1
9.5906278803,9.3829854757,1.9450073701,9.8599808798,4.4267010981,9.7808775445,9.7505524055,9.8816003665,9.6217469322,3.1477692421,1.4235902475,9.8683605937,3.6002097769,9.6225007228,9.6545661338,0.7030521035,0.5292448418,9.5681093029,9.7119597497,153.937550216999,1
9.606891236,3.6279260739,10.0444881714,0.0650370483,9.0285003954,1.3197361503,10.3981418625,9.6754427246,9.5454812592,10.1287047094,3.2127712849,2.229139595,10.0812432599,6.7436766936,10.1350402578,1.7980412074,1.4917763603,4.0038512107,10.2990129637,75.3638187696561,1
9.6553207882,9.6100751792,3.8118544501,9.4540232628,1.9478137936,9.869841057,9.4735909389,9.4061968429,9.8209549015,3.5262196735,2.2136415932,9.8117041578,4.1737255246,9.9983972747,9.7015740329,1.3063878114,2.0273210024,9.8637049225,9.5614972007,156.287147290747,1
7.340889224,3.9917124867,10.0757609527,1.8139000082,9.7930157497,2.3762707071,10.1911994508,9.8844829046,8.3617985668,9.9364823753,3.1501437401,1.1828111736,10.1318737681,9.9793175262,10.1403424576,3.81593232,1.3602291831,3.0600910212,10.1630748608,63.8177700297818,1
2.429104766,3.1152993802,2.5637904636,4.8751577684,3.4788967506,4.4874553009,10.4731119924,8.2916285599,1.144212502,9.3049239886,10.3685647861,4.1458244084,10.3398329329,10.5751397496,10.3749303101,1.3661752367,9.0214922148,2.4309046211,10.5978297685,38.1418792547368,1
10.3884903033,0.2598917228,9.5735954791,4.0069635543,0.8647567195,5.2585018424,9.8923052828,10.4200780551,10.2099306196,9.785348556,1.5745775726,4.6847816609,10.0429641182,7.0059875219,10.1494816119,2.3512282997,2.5805810823,5.0853408566,10.0753715528,85.5557106929938,1
4.8919824509,0.5908438346,2.3233386886,0.9984414968,2.0646681767,6.9818281231,10.1666314289,4.8543333998,3.0617361608,6.9606780926,10.5127120607,3.9067357529,2.7908638219,11.1905997714,10.5332770668,2.5212219084,10.8062189063,3.0558933147,10.484090429,24.4785921801399,1
0.8540997364,2.465865424,1.4333357294,2.8992536997,5.0205814975,2.5591402185,10.3051184754,9.63955674,2.5528333235,10.0411265562,10.4451664796,5.5971897815,10.2643040074,10.4874121753,10.5162744366,4.6200764397,6.4352768763,0.5317571638,10.1745665919,46.7740264065327,1
9.6959383345,9.782548326,0.1981353026,9.5682005142,2.9051502593,9.2812319983,9.7119427256,9.5504090907,9.8824998052,1.3887334614,0.9946540773,9.7138993897,5.6614033078,9.7362750244,9.7998419837,0.5994175725,4.802077069,9.6934407166,9.7973875831,142.433549655069,1
10.5440746651,1.7502842856,4.8449478991,0.2464830488,6.8199544472,1.6703051928,10.3567011576,10.3500539619,10.1817143037,6.3392033271,5.1100520638,1.0260624608,10.327208437,5.769766529,10.5509789223,1.2055263901,5.3833929489,5.595531443,10.5972675546,99.0693145626563,1
9.824711478,1.2458332935,9.8384765877,2.8766351358,8.6240627216,3.4913298996,9.9529585103,10.3818889154,9.7362689596,10.0124073694,3.4170097163,1.9991467089,9.6051213423,8.624155702,10.0649494833,4.2488329504,3.9223876599,5.7592701083,10.255404394,80.5342979377326,1
9.6673378657,9.9404043041,3.6523401055,9.533806756,0.2721940974,9.4145693349,9.9229165059,9.5267590018,9.7604172742,1.3268096933,2.6896849547,9.0390612811,2.5649874206,9.3199991844,10.0761438342,2.605240314,3.7347029177,9.8945243626,9.935738712,149.351482271608,1
9.3954797512,9.7138541987,1.0106404474,9.3993359448,2.4405832006,9.5794815287,9.7601178236,9.5842842634,9.8355548729,2.8830283188,2.3757778283,9.9127389388,4.0571016362,9.4911668544,9.461609329,4.7376070946,0.6748744179,9.766584955,10.2195788916,144.5080051639,1
5.1290390851,3.30364219,1.3287978625,1.0067685856,4.2667480479,1.9942784064,10.4278530651,8.5165721449,6.7830577679,10.2490950327,10.0462047278,0.8729038845,9.9721778185,10.5158153507,10.2389630814,1.2181183891,9.2296729233,5.0153414057,10.5548939405,42.3777293390249,1
4.4513130109,0.3493018427,3.2956004428,3.9568553815,2.4862126004,6.783725275,10.8731819467,3.9028315365,3.7464850844,5.3796283858,10.7647694686,4.9836139444,3.9818628573,10.4268867089,10.4515643755,4.2140731366,10.8185543251,0.3542585537,10.5688993715,21.2937446172504,1
9.6577888867,9.7854874238,3.4633826209,9.7759136775,2.1408564436,9.3773847674,9.7606773788,9.5047286367,9.8871083381,0.4874603621,3.536860574,9.7905857884,5.4765447969,9.4253942886,9.9172534055,2.8201490019,3.0177881842,9.6600623492,9.6595883172,149.203638627383,1
10.0423605219,6.45339635,2.2862579005,6.0528543004,0.840671434,6.1898741098,10.2754373269,10.1191187395,10.2446268805,1.6107425667,2.5295384874,6.3351298404,9.9941062259,9.6962709088,10.2860721845,2.2016749271,1.8194423412,10.1263102477,9.7357859989,112.969355257459,1
10.5878970933,3.5656613513,9.303204547,4.2462230671,5.7537364553,3.3270550056,10.2327978447,9.9385584195,9.7897440742,10.0620973849,5.3514631726,5.3456779664,10.1237111782,8.1491264658,10.0171995502,2.818155433,3.9817899743,3.7660342729,10.0508524059,84.5284671943928,1
9.9008480242,9.5022227515,0.4503535411,9.8441260893,2.1355365392,9.141710672,9.8542937739,9.199890306,9.8984489089,1.7010739843,4.2821764777,9.7763883302,4.2015205332,9.4887329254,9.8817822235,4.3273895281,2.1492595396,9.6587049975,9.9176923286,148.296423769985,1
9.8971644883,1.5842457913,9.8960849284,0.4281907633,7.5930735974,3.787996084,9.840716572,9.9893918573,9.6862794726,10.2111761236,10.2537369501,2.4383590617,9.8347156643,5.7829054392,9.5877079262,3.6939865086,3.6966169896,1.5934921842,9.9154273643,77.1968022277666,1
5.2479966436,7.06602223,4.2121344941,6.6037023336,4.2229493839,6.1975815646,11.3639444122,5.2985705432,6.81420795,2.666714201,10.7577071701,4.8713900959,3.2225352813,10.4458299343,10.0213925675,4.5266103527,9.9241616008,1.9461720597,10.6818708275,5.34199967832552,1
10.3527536143,1.3316095837,9.1375015482,1.0128898325,1.9129885354,0.8142703821,10.1688315242,10.153502807,10.3826506374,9.1192081874,3.2242210473,1.3468974961,10.0520442847,5.074927799,10.5416795538,4.9249167892,6.3406497481,1.7950311689,10.2809778104,89.3234915169553,1
5.2428044399,7.7131288215,3.4183194653,5.6715254281,5.940536549,5.2328436015,10.7805297719,3.5001924774,1.1809488995,1.8760156015,10.1480528851,2.4288061801,0.5743134334,10.0263837125,10.9434917891,4.3710164889,10.8504809433,4.9875997875,10.7991271363,0.0,1
6.3921974954,5.0299730499,2.9205731982,1.5723854078,5.5393295481,2.5164891572,11.0230003225,4.7256775379,2.8154825958,7.2492807745,10.238216433,5.355419888,2.516642467,10.7332756778,10.7211385234,3.64349772,10.4267729706,5.265555011,10.5514226929,18.4527362440963,1
2.5092003271,4.3651295745,7.5880836938,0.523208083,7.9026236019,1.9985460512,10.2001701191,9.3049871175,3.8333090334,10.4944472822,8.6361583914,5.3263326141,10.6230996263,10.5554744694,10.1964266111,2.0747953555,5.4179046316,3.0495548289,10.5897588344,52.0449050312275,1
4.0473120144,3.3585998319,9.8234344373,3.7596266933,10.0528625672,2.4415653563,9.7969967538,9.724082323,2.2087939567,10.182185236,6.9575840565,1.352587724,9.9939802499,10.2731578515,9.7852232317,1.6839517821,1.8635579955,2.4006286671,10.833408353,61.9557026559982,1
10.4391426738,4.6596216443,9.1971137573,3.194538183,2.4604820042,4.0635328594,10.2441395604,10.2219900004,10.1762609519,9.3456902923,3.8893169666,3.9348612976,10.6010588586,6.7296836847,10.0009860528,5.4302849778,0.2872361553,2.802283964,9.9754405605,88.5140064489889,1
5.3429506776,1.8694870516,1.3843945061,4.2794536694,1.2083027735,2.5185856987,10.7334298484,5.088370304,3.1113755003,4.8945787838,10.9152593725,3.7019218507,5.2235709956,10.3909283389,10.6798205336,2.8383601601,10.6942893228,5.2389837822,10.5539275816,24.6687187589097,1
0.8668473723,3.2667042583,7.4532484922,3.6853895152,7.1403209513,1.2083819571,10.0200691599,10.3927246167,3.1457960974,10.1923675551,9.8364393365,1.9993771944,10.0648287787,9.9576351707,10.6821356924,4.5784373484,4.5237032527,1.196096236,10.4903853744,52.0888036411414,1
7.5813944092,1.8761645816,9.3809394684,6.1468206717,9.231696993,3.9286274648,9.7879660845,10.1426239577,8.3017275654,9.887227225,8.1475650248,4.3254961901,10.021603621,10.3906222423,10.3901406866,3.8934159291,5.7504603099,5.8954112897,10.0183626561,59.7792851470263,1
3.4248440034,2.8181518674,5.3901941468,1.9863620724,3.4738249211,2.7109293932,10.6784949066,5.323350569,1.9685227855,5.9662114399,10.8392580009,1.6923248435,5.9206516633,10.5618973064,10.7099447805,1.0140658123,10.5831701215,2.9247463397,10.6129407147,24.7335871731919,1
9.8538415821,5.3954133065,4.8141942834,2.3079770411,7.792624681,2.1855091182,10.4158257227,9.7310638386,9.5502877115,4.4922926009,0.7532202585,3.7928164884,10.6303808082,9.7071259381,10.8221179814,1.2429032692,1.530894843,8.9380238403,10.0516425357,107.358371613897,1
3.4604324776,5.4844496514,5.1864726312,0.7371136219,1.0567012375,4.2607863423,10.5612344711,3.730536606,3.5568829016,4.3907492344,10.728515698,4.2949191043,7.5932431044,10.6742467948,10.8869968448,5.797867311,10.4765144485,3.8186560218,10.4668005047,23.389014703797,1
10.418603007,3.7572494355,7.7282513061,3.5269668577,4.1846232274,1.2160337574,10.3594076737,10.1600366851,10.3069676409,7.416071362,6.2104993266,2.1868775402,10.1989415858,8.0816884288,10.567653246,1.6517214625,0.1652549308,8.2894701217,10.1516865867,101.627661371091,1
9.3991755147,9.985959711,0.0426028059,9.3476300121,2.048270611,10.0771279688,9.7319569072,9.7547731567,9.7924473786,3.3825929827,1.1860880646,9.8639789648,2.5640928048,9.533541125,9.4455657486,3.9235561592,4.9995887938,9.7377207207,9.4551419049,154.939614440383,1
9.8552936347,9.4125979919,0.330530889,9.3366740747,1.9851156276,10.1188015443,9.6489624042,9.79201514,9.4827981273,2.5826785927,3.718942246,9.6101673835,8.0618603125,9.8225489775,9.765884174,0.8328959296,1.2526788294,9.5288718271,9.3570906349,138.494368193502,1
9.9079562379,9.6319344316,1.9201375293,9.6909642069,0.8103750399,9.6857125737,9.997111695,9.4065048709,9.6317722665,5.0656581559,1.3516321682,9.3680057322,2.857335398,9.4188931421,9.6356833533,3.2606607894,2.6467335332,10.1205697016,9.6477745546,150.977908256003,1
9.4875448198,9.7025728574,2.7300935965,9.4436162625,5.8514270484,9.8896869861,9.158858009,9.4354092147,10.0442014701,2.1686448645,4.0530401689,9.5637340629,0.9985058049,9.6888975225,9.7841780978,3.8537015356,0.7333769062,9.7168491087,10.0956127807,163.405786477475,1
2.8581883286,5.5641074181,1.5763210192,5.9519852308,5.305784694,4.9456942847,10.6868050512,5.3766385963,1.8602592263,4.659689087,10.2693216869,5.106767392,6.8120934372,10.5988425485,10.9198415435,6.1837266636,10.3465203578,4.3625342056,10.8501499742,7.76323181264913,1
2.1726826304,2.1273479367,2.3008042423,4.6398683449,4.6822934531,4.6017197199,10.4252489921,5.0335819671,2.3133820248,10.4410181156,10.698914462,3.1340238303,8.3003149861,10.1794912071,10.6330873259,2.1028407179,9.3428717097,3.3439730122,10.7562005873,38.216714411031,1
9.5829673856,9.1109037658,1.5702373537,7.8674754983,3.150620844,9.1438368167,9.9541553395,10.2177381718,9.8303743387,3.3703404064,0.1020918912,6.8296358781,9.4148619577,9.8636520642,9.8521749817,5.5913930326,3.5442474668,9.9912036502,10.0410618073,121.519203184942,1
4.7998106485,4.7363914782,3.0123389632,5.5208631999,3.9535856791,3.3534088635,10.8202635129,4.7349524172,5.3790366659,3.2161092633,10.8604599916,2.4393802042,4.2026802213,10.3158308491,10.3868040244,5.3936994115,10.9815720336,5.4187032254,10.4469002923,13.4301538431929,1
9.6239995731,9.4958915998,3.1171193217,9.8714317311,0.8027708955,9.7661918728,9.6609242519,9.6769555804,10.039383477,2.8078578453,4.325693466,9.8043845126,3.5096550162,9.5501357864,9.8794369195,2.5360096032,3.415707104,9.7615379497,8.9684633856,148.919050127842,1
6.2418947593,2.3402504433,7.305043319,4.0085909415,5.7082391043,6.2682492244,10.0585784972,9.8507326664,7.6481616746,10.1580322994,7.4511347893,3.3576415908,10.6405022454,10.772785417,10.2606281494,2.3646792756,3.2930411304,7.4007112513,10.4093425773,52.2381648706406,1
9.7833034565,9.6282443198,5.4054587631,9.9173708231,1.3555489311,9.5700551388,9.5717808559,9.862298036,9.7109291349,0.5361158977,1.3081804036,9.4825471379,3.608758399,9.6686856546,9.7921664921,1.3678403208,0.6993394889,9.3999719955,9.8653141535,144.613453536147,1
10.3923378118,4.744293417,7.5490556588,1.3573275441,0.4533332078,3.6857757868,10.2004635878,10.4755358019,10.1984989676,7.4566902231,3.8687418404,4.1946843834,10.4921604137,4.2927298857,10.4538532081,2.7340825639,3.41202963,1.0994002312,10.6239779776,98.4147920051234,1
9.8836344279,4.9118897902,0.7094920483,4.821070559,3.7931510252,4.7567593391,9.9747515556,10.3521054777,10.6287070169,1.9091465844,5.2346892834,4.2495371029,9.7455072644,9.9464251788,10.1532999875,2.2348541605,0.5151609564,10.0412979499,9.925841082,113.155021126475,1
9.9111854359,9.3100528437,1.4480562136,9.7033193746,1.5722718473,9.9323707092,9.8421632772,9.9435190764,9.5929972041,1.9503238323,1.9644646404,9.3322963291,5.5623553575,9.5839254813,9.5554312041,1.6415572479,1.8785494078,9.5995977553,9.8578358713,158.465370392429,1
3.3630331163,4.0912859963,2.9243131473,4.6572635109,8.0152713618,0.2700061251,10.4069428649,4.3913857173,1.5110580843,9.9227066503,9.0666405107,3.5799494571,6.3970369895,11.3171443608,10.5037833954,2.2229899872,8.4714862361,1.602051553,11.1973512264,4.09523158980222,1
9.3593260982,9.6388211894,1.2901603837,9.4367115572,3.1906347822,9.5875724848,10.0216406873,9.4375161356,10.044964811,5.7159006434,4.434775518,9.6568304436,6.4889231076,9.6281705814,9.5809393766,2.6135528327,2.2482540656,9.8932877779,9.6643208317,156.279408886174,1
3.3768155216,4.248956653,4.4549536944,3.8086443858,3.5895783614,1.8499993501,10.4365116968,2.3576233278,1.992011361,5.252926356,10.7334897292,2.3352320095,9.4227889115,10.4777607074,10.6141637018,3.9116472537,10.2963388313,2.2666283934,10.8456861961,29.8691577533522,1
9.9148226046,1.7684158581,5.3239916799,3.3404639422,4.7257224154,1.510497598,10.0295697908,10.1421045297,10.1829932698,6.2314171603,4.0525026527,3.132935099,10.2893709613,9.9819107312,10.2091750799,0.5601973245,0.1637663345,9.618508666,10.3415273243,110.269590168606,1
10.3542046806,2.7036752772,5.5615627609,2.5911286775,2.9296647412,4.0094461241,10.3173464957,9.8784079533,9.7431748694,4.7669164157,2.9576234744,2.70853329,10.0783265694,10.4006105351,10.0739113143,2.4178173587,2.2663626943,9.7264290739,10.1584106572,112.934854346659,1
9.8249908269,9.9500532471,2.3639611023,9.5621373147,2.3739657485,9.8919530935,9.4188400276,9.4100826918,9.6383079794,3.6124609223,1.1932089965,9.6491534766,6.523509706,9.673206641,9.8762047497,3.5137582122,4.5273684766,9.4508698179,9.722294906,151.886568710632,1
9.6347653961,9.744554311,0.9801040836,9.8058825289,5.5375975504,9.6573346866,9.4932891463,9.4288349364,9.9503775638,2.9160941359,4.2023046925,10.0039575993,2.7994265226,9.9009788749,9.4722993329,1.2795423026,6.4303933239,9.5670138285,9.3276904123,156.819881373319,1
1.657069279,4.781261625,4.1937501963,5.8865994194,1.5174864925,2.4441617671,10.6408634855,6.2063580378,1.6138022486,7.2067306394,10.8066468754,4.2180511392,9.6304915691,10.6100266614,10.4755697606,2.962522018,10.1596728344,0.798914188,10.3867089697,29.6003693825094,1
9.7245805164,10.0009530546,1.815417363,9.6514469711,4.4077282265,9.9343319626,9.8554802808,9.5815331538,9.292516186,1.2146531377,4.101493486,9.6342093156,5.0497694315,9.7074856822,9.8794313446,1.7400077812,0.9674669718,9.3773638184,9.5030519159,152.39803643963,1
10.8527680594,3.7400413055,0.6248129299,3.7993603041,2.757566186,4.8902228398,10.4072824186,10.0222786724,10.3438671929,5.2943784737,2.7174462303,3.2436953255,10.5378712908,7.0561813309,10.1976459488,3.1442231698,2.0524805449,6.6047454637,10.4990229711,100.832174398352,1
7.913783082,2.5839207272,8.9864612361,3.6655278424,9.2382571195,5.3836945453,10.1519807478,9.5455490524,8.1972133345,10.1529807347,8.8262291115,1.1838727979,10.3747007776,9.8161177385,10.0587169821,3.3265475672,1.9591258971,6.0800297528,10.5075206689,57.9612405923062,1
0.8184845788,1.5551551266,2.1074107378,3.6258957869,5.3477572145,3.513576667,10.401584467,10.0985568162,0.7338326299,9.8066492317,10.3073180516,4.1837239979,10.3561039147,10.1433020169,10.48238315,3.917109374,7.8583467699,1.0244041253,10.2198234145,47.1652997760877,1
2.2833454214,3.3967871816,3.9069652488,2.19113053,2.8726536716,3.3858915402,10.2402548794,7.1701370022,2.3262127137,9.7589042503,10.5089837679,0.8337937581,9.6436207414,10.5876692027,10.5861631817,1.8995657472,10.1839555202,4.6854394357,10.2449863422,33.3018143715644,1
4.3473312619,4.573097443,6.093593205,4.2520150846,2.7008155587,3.9890611962,10.6606198342,7.916389424,3.4774134058,10.3349719085,10.1041012801,2.1625902974,8.992599579,10.6674909311,10.8524176443,6.1305522036,8.2952758466,5.2809027563,10.2158039926,39.5582919989749,1
1.3327883369,2.2871075304,5.2504767965,3.7650998567,4.1862688681,1.4502419365,10.4980083949,6.7566018464,4.0612324233,10.3576676886,10.4358377913,0.755561308,7.3338353953,10.6011494211,10.8020471013,3.3601126463,9.709949545,5.8175337808,10.3047198878,37.5345746439413,1
9.6978982171,9.7477513059,4.6257309968,9.8566999348,0.1506541472,9.6079986183,9.4177834475,9.866945809,9.5055488992,3.5249329674,3.5670200677,9.8102162591,4.0477363893,9.6382821492,9.7618662662,2.3008821365,0.3895217463,9.6645085026,9.6973431874,155.304351951678,1
5.1864400074,5.0866270423,4.7005184716,2.9192700534,4.1807881729,1.8242456668,10.2785895791,10.3535729744,3.9229213765,10.4010123789,9.4197731127,0.9657693944,10.2429347094,10.611048425,10.2116852399,0.479474891,1.9313404143,0.8216580028,10.3663931354,52.2438825437624,1
9.5749912797,10.0476079227,0.8693352586,9.745589225,3.8980854324,9.7405566846,9.4098577812,9.8513609166,9.7678715965,2.5753516619,2.4989170076,9.3915250021,5.7958230859,9.8173552949,9.2877087008,0.7541468648,2.3090073999,10.0640734486,9.3405916497,150.949456018123,1
2.5305384356,5.7805899292,2.4169594555,2.7039501848,3.2623747962,3.6335080448,10.5233637739,2.4706895397,3.0000424026,5.2043729202,10.9520765178,0.7256746645,5.9883347503,10.6791138237,10.215038394,3.9075644141,10.6369347072,5.2832511396,10.8776563381,25.4010455211945,1
9.6711484709,9.684703787,4.4302748302,9.7626929241,1.7473276908,9.9870111247,9.6594960073,9.834298706,9.8361066898,1.3857774419,3.706582596,9.0483078657,3.6913127235,9.572721667,9.5437250752,3.7949576771,0.2226402451,9.8883821245,9.6581650841,150.666043219354,1
10.0985521773,9.7866076642,2.2459346379,9.362722157,1.7916015571,9.8085036952,9.8017559185,9.3936585049,9.5687303878,0.7088343803,4.3501934011,9.2831987737,5.4369307063,9.9071481569,9.768973041,1.5412125945,0.8531361976,9.8537197393,9.4523168457,135.139122458019,1
1.294005676,2.6735968654,4.4180862738,4.7861656386,4.3718025669,1.4499257149,10.2526888556,9.3731973666,5.644885999,10.3422280336,10.3885974185,2.8791861829,7.2176001945,10.9075870619,10.1572029781,5.3222293946,7.9724643172,6.5033788673,10.7854343053,42.9298802626491,1
2.1572046335,6.1550721068,0.3112355879,5.5674091223,3.7179303122,0.8770986667,10.3344266535,9.2260144894,1.5227877076,10.3349838366,10.4363618405,6.353382205,9.6597078443,10.4640884099,10.2087927989,1.3393023569,8.3419548346,3.4859017422,10.5359136943,42.6628360184802,1
9.6739129821,9.6677478675,0.4790320427,9.4220866299,1.4793180571,9.4849677271,10.2029817922,9.7732635014,9.5933727992,0.9098282021,4.230900668,9.5553274234,2.1763396058,9.7812865794,9.5142104368,1.9888926208,3.9539852777,9.9238593576,9.6002523251,139.012381603063,1
6.8073496578,6.420092975,4.8131020287,5.5828593424,5.4742685415,3.3165501561,10.2399563181,6.6697281372,8.1796453541,6.3957100824,10.3453222997,6.8353519171,6.3584909023,9.7730776656,10.2487792209,3.3811931709,11.3317042551,5.8127847828,10.7917840413,0.0,1
6.0732574106,3.9128042915,0.2981971732,0.9897596297,5.7246931559,6.593206183,10.8932791751,3.3920788819,4.8469354889,4.8272372581,10.8192264269,5.251576361,1.0029853785,10.5787760025,10.6340427492,3.0323465524,10.4126254878,2.2016810509,10.5245409485,21.7067963006495,1
9.6507384596,9.3648625892,0.9844332275,9.7785683962,3.5738768603,9.4380669909,9.46641028,9.7410779858,9.7905608786,3.4945369763,2.1645340304,9.9862411915,2.3695671339,9.5454719268,9.8637943985,4.8357786503,2.6773912222,10.0283285198,9.5072381141,154.210258333215,1
10.1845921487,4.9599277213,5.0111409328,5.0721256998,0.8777299806,4.9470753888,10.3440130732,10.333811167,10.1608311386,3.895468938,1.5518731614,1.8642405437,10.3726436086,8.9421718374,10.3125474884,3.5895746004,3.5612717676,9.4976541034,10.1457492915,107.531791328871,1
4.0625833275,1.865843865,5.5974958278,5.2626110399,4.5045291261,4.9828376789,10.7764020754,1.4463814554,6.6169359023,5.6651191732,10.4560019998,4.852414784,3.3888118288,10.6685702497,10.3750081758,3.2980120062,10.9242315377,5.986008505,10.5848364738,18.1402855293895,1
